trade_dt,underlying,change,change_percent,close,high,last_updated,low,open,previous_close,volume,vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,ticker,spot_price,bid_yf,roi,roi_annualized,delta,gamma,theta,vega,implied_volatility,open_interest,underlying_ticker
1/14/26,CEG,0,0,3.4,3.4,2026-01-14T21:00:00+00:00,3.4,3.4,3.4,15,3.4,put,american,2026-01-23,100,312.5,O:CEG260123P00312500,330.3800048828125,1.0,0.0027397260273972603,0.1111111111111111,-0.10544935106515621,0.006829969733400525,-0.29652494813353203,0.0860512997473394,0.521378579652223,22,CEG
1/14/26,AMAT,-6.87,-88.6,0.88,2.32,2026-01-15T05:00:00+00:00,0.83,1.06,7.75,116,1.0217,put,american,2026-01-23,100,300,O:AMAT260123P00300000,301.8900146484375,0.91,0.002493150684931507,0.10111111111111111,-0.09139121401695946,0.007684203448273671,-0.21108176829267417,0.08206099837014046,0.43627039804654905,177,AMAT
1/14/26,AMD,-2.3,-73,0.85,2.02,2026-01-15T05:00:00+00:00,0.78,2.02,3.15,2132,0.9553,put,american,2026-01-23,100,215,O:AMD260123P00215000,223.60000610351562,0.88,0.002410958904109589,0.0977777777777778,-0.09496882643199395,0.009290030943296527,-0.18511300885615528,0.05915463383252726,0.5121474379223316,1510,AMD
1/14/26,MSTR,-0.07,-7.61,0.85,1.6,2026-01-15T05:00:00+00:00,0.81,0.91,0.92,1087,1.1242,put,american,2026-01-23,100,155,O:MSTR260123P00155000,179.3300018310547,0.83,0.0022739726027397257,0.0922222222222222,-0.09306067776360431,0.009088063413127588,-0.18415995999644647,0.043505599084170996,0.6912717539662045,1647,MSTR
1/14/26,MSFT,-0.54,-41.5,0.76,1.15,2026-01-15T05:00:00+00:00,0.68,0.77,1.3,675,0.9106,put,american,2026-01-23,100,440,O:MSFT260123P00440000,459.3800048828125,0.78,0.002136986301369863,0.08666666666666667,-0.096966182534951,0.010619523255298009,-0.16571987420478188,0.11696920135309988,0.23435016250568316,4738,MSFT
1/14/26,LRCX,-2.09,-70.1,0.89,1,2026-01-15T05:00:00+00:00,0.63,0.69,2.98,505,0.8061,put,american,2026-01-23,100,200,O:LRCX260123P00200000,208.7899932861328,0.75,0.002054794520547945,0.08333333333333331,-0.09375817555808225,0.008933956185988447,-0.18916084548741022,0.055435322370476464,0.5613036952671352,2066,LRCX
1/14/26,GOOGL,0.01,1.333,0.76,1.02,2026-01-15T05:00:00+00:00,0.6,0.68,0.75,427,0.7903,put,american,2026-01-23,100,315,O:GOOGL260123P00315000,335.8399963378906,0.73,0.002,0.0811111111111111,-0.10255365068137536,0.012361742152263658,-0.15519423824468298,0.08418023917621854,0.2910036148421627,1570,GOOGL
1/14/26,DASH,-0.04,-4.82,0.79,0.8,2026-01-15T05:00:00+00:00,0.79,0.8,0.83,8,0.7963,put,american,2026-01-23,100,195,O:DASH260123P00195000,213.1300048828125,0.7,0.0019178082191780822,0.07777777777777778,-0.11564703314230555,0.014286875276709781,-0.16330917456355876,0.05307729613197638,0.43780506083578463,77,DASH
1/14/26,GOOG,0.02,3.03,0.68,0.9,2026-01-15T05:00:00+00:00,0.5,0.66,0.66,158,0.7097,put,american,2026-01-23,100,315,O:GOOG260123P00315000,336.30999755859375,0.65,0.0017808219178082193,0.07222222222222223,-0.09442473965292951,0.011732309596860517,-0.1440672535668438,0.08413073220658238,0.28736855183044624,4920,GOOG
1/14/26,PLTR,-0.29,-33.7,0.57,0.78,2026-01-15T05:00:00+00:00,0.51,0.68,0.86,1462,0.5737,put,american,2026-01-23,100,162.5,O:PLTR260123P00162500,178.39999389648438,0.58,0.0015890410958904109,0.06444444444444444,-0.08660435454309764,0.011648862986462179,-0.12836932027778641,0.044721216796523695,0.5028422366340201,5038,PLTR
1/14/26,LULU,-0.21,-25.9,0.6,0.62,2026-01-15T05:00:00+00:00,0.6,0.62,0.81,2,0.61,put,american,2026-01-23,100,187.5,O:LULU260123P00187500,203.13999938964844,0.57,0.0015616438356164382,0.06333333333333332,-0.10335586374866447,0.015343094208795155,-0.12714599329227932,0.0507620445176971,0.38946479330545297,157,LULU
1/14/26,AMZN,-0.53,-46.9,0.6,0.87,2026-01-15T05:00:00+00:00,0.47,0.78,1.13,963,0.6751,put,american,2026-01-23,100,227.5,O:AMZN260123P00227500,236.64999389648438,0.53,0.001452054794520548,0.05888888888888889,-0.11761452990926101,0.01972532809241337,-0.12042377402540258,0.060775378784728294,0.28288786700310165,848,AMZN
1/14/26,NFLX,-0.14,-21.9,0.5,0.56,2026-01-15T05:00:00+00:00,0.46,0.55,0.64,102,0.4948,put,american,2026-01-23,100,79,O:NFLX260123P00079000,88.55000305175781,0.48,0.001315068493150685,0.05333333333333334,-0.10918313646156225,0.02123419108480342,-0.10111993283681459,0.02203046135904214,0.6671790101236679,1113,NFLX
1/14/26,NVDA,-0.69,-60,0.46,0.58,2026-01-15T05:00:00+00:00,0.4,0.58,1.15,6490,0.4713,put,american,2026-01-23,100,175,O:NVDA260123P00175000,183.13999938964844,0.46,0.0012602739726027398,0.051111111111111114,-0.09124245908104724,0.015343911682269907,-0.10500692968889307,0.047353450602301485,0.378378099298588,14382,NVDA
1/14/26,SHOP,-0.6,-58.8,0.42,0.6,2026-01-15T05:00:00+00:00,0.42,0.6,1.02,9,0.5689,put,american,2026-01-23,100,146,O:SHOP260123P00146000,157.50999450683594,0.44,0.0012054794520547946,0.0488888888888889,-0.09874098118947051,0.016556653374587695,-0.11002967177851995,0.03981040842463788,0.4423763814019894,68,SHOP
1/14/26,LIN,-0.15,-6.98,2,2,2026-01-15T05:00:00+00:00,1.68,1.68,2.15,5,1.872,put,american,2026-02-20,100,400,O:LIN260220P00400000,439.9800109863281,1.65,0.00452054794520548,0.0445945945945946,-0.10613852936721854,0.00506491781932815,-0.09083279457812159,0.22578393630381552,0.26388635946597655,295,LIN
1/14/26,NXPI,0,0,1.03,1.1,2026-01-13T21:00:00+00:00,1.03,1.1,1.03,3,1.0767,put,american,2026-01-23,100,225,O:NXPI260123P00225000,240.80999755859375,0.4,0.0010958904109589042,0.04444444444444445,-0.11591697759288933,0.014472790895315429,-0.16215777718563318,0.061235941023023585,0.3782811603302597,43,NXPI
1/14/26,DXCM,0,0,0.67,0.67,2026-01-09T21:00:00+00:00,0.67,0.67,0.67,1,0.67,put,american,2026-01-23,100,59,O:DXCM260123P00059000,69.69999694824219,0.4,0.0010958904109589042,0.04444444444444445,-0.09291050450322337,0.01832979168612967,-0.09136946234502981,0.01685478902632294,0.8709500088045063,3,DXCM
1/14/26,AMGN,0,0,1.16,1.8,2026-01-14T21:00:00+00:00,1.16,1.76,1.16,20,1.542,put,american,2026-01-23,100,315,O:AMGN260123P00315000,328.9700012207031,0.4,0.0010958904109589042,0.04444444444444445,-0.09817691663745147,0.0130303972968373,-0.13986855264492754,0.0858501846358446,0.2670936724149167,120,AMGN
1/14/26,AAPL,-0.07,-15.2,0.39,0.49,2026-01-15T05:00:00+00:00,0.28,0.35,0.46,614,0.3435,put,american,2026-01-23,100,247.5,O:AAPL260123P00247500,259.9599914550781,0.37,0.0010136986301369864,0.04111111111111112,-0.09163132791022419,0.01820278225824106,-0.08846081980806857,0.06547738683161103,0.2327741237786187,2307,AAPL
1/14/26,TXN,-0.06,-12.2,0.43,0.46,2026-01-15T05:00:00+00:00,0.41,0.41,0.49,5,0.432,put,american,2026-01-23,100,180,O:TXN260123P00180000,193.4499969482422,0.35,0.0009589041095890411,0.03888888888888889,-0.09290370377508753,0.017499640501398232,-0.09553329161456653,0.04915996724623631,0.32962976600645355,432,TXN
1/14/26,PANW,-0.33,-45.2,0.4,0.5,2026-01-15T05:00:00+00:00,0.32,0.5,0.73,50,0.3748,put,american,2026-01-23,100,180,O:PANW260123P00180000,190.92999267578125,0.35,0.0009589041095890411,0.03888888888888889,-0.09152301737259881,0.017817579827366637,-0.09058908852304931,0.0482739970079871,0.321110109334825,514,PANW
1/14/26,TTWO,-0.32,-30.5,0.73,0.86,2026-01-15T05:00:00+00:00,0.73,0.86,1.05,16,0.795,put,american,2026-01-23,100,235,O:TTWO260123P00235000,245.49000549316406,0.35,0.0009589041095890411,0.03888888888888889,-0.13088763560113884,0.022355372054657596,-0.1231830103092905,0.09356254306158636,0.2621249690633999,289,TTWO
1/14/26,ZS,-0.53,-52,0.49,0.55,2026-01-15T05:00:00+00:00,0.49,0.55,1.02,3,0.5167,put,american,2026-01-23,100,200,O:ZS260123P00200000,214.27000427246094,0.32,0.0008767123287671233,0.035555555555555556,-0.08585841233959406,0.013212374573750466,-0.11127141119677349,0.05405035430067413,0.36745105436242254,126,ZS
1/14/26,INTC,-0.12,-28.6,0.3,0.43,2026-01-15T05:00:00+00:00,0.26,0.35,0.42,1247,0.3537,put,american,2026-01-23,100,42,O:INTC260123P00042000,48.720001220703125,0.3,0.000821917808219178,0.03333333333333333,-0.10011295080965898,0.029423566592345525,-0.0638857218747158,0.011910771481977745,0.8196788061996401,4245,INTC
1/14/26,ROP,0,0,1,1,2026-01-02T21:00:00+00:00,1,1,1,12,1,put,american,2026-02-20,100,360,O:ROP260220P00360000,424.20001220703125,1.2,0.003287671232876712,0.032432432432432434,-0.09693239687571499,0.003576257033003076,-0.11238352474682999,0.20845879783282764,0.37009136750468413,14,ROP
1/14/26,PDD,-0.05,-14.3,0.3,0.67,2026-01-15T05:00:00+00:00,0.26,0.5,0.35,12141,0.3378,put,american,2026-01-23,100,100,O:PDD260123P00100000,107.8499984741211,0.28,0.000767123287671233,0.031111111111111114,-0.09145574017713928,0.025282153429273358,-0.06400616357956157,0.027141705348669304,0.4008766263332955,619,PDD
1/14/26,MRVL,-0.21,-42,0.29,0.47,2026-01-15T05:00:00+00:00,0.27,0.34,0.5,577,0.3311,put,american,2026-01-23,100,75,O:MRVL260123P00075000,81.20999908447266,0.25,0.0006849315068493151,0.027777777777777776,-0.09583779548414428,0.027846194704876513,-0.0626437530959392,0.0206209260724102,0.49485106179417193,1448,MRVL
1/14/26,ARM,-0.33,-45.2,0.4,0.52,2026-01-15T05:00:00+00:00,0.01,0.27,0.73,13,0.35,put,american,2026-01-23,100,98,O:ARM260123P00098000,104.98999786376953,0.24,0.0006575342465753425,0.02666666666666667,-0.10373194904741391,0.023225539584719315,-0.08478906544749783,0.026843144382425067,0.48542353098786956,158,ARM
1/14/26,QCOM,-0.05,-15.2,0.28,0.37,2026-01-15T05:00:00+00:00,0.21,0.24,0.33,47,0.2836,put,american,2026-01-23,100,152.5,O:QCOM260123P00152500,164.5399932861328,0.24,0.0006575342465753425,0.02666666666666667,-0.0807199312946368,0.019410600848968836,-0.06975205718986911,0.041454965849362285,0.31602004884764134,40,QCOM
1/14/26,TMUS,0.04,9.524,0.46,0.46,2026-01-15T05:00:00+00:00,0.46,0.46,0.42,5,0.46,put,american,2026-01-23,100,180,O:TMUS260123P00180000,192.02000427246094,0.24,0.0006575342465753425,0.02666666666666667,-0.10545121324796787,0.020430436155117897,-0.09909255538901643,0.048877880487422865,0.313211261900233,56,TMUS
1/14/26,FANG,-0.15,-12.2,1.08,1.18,2026-01-15T05:00:00+00:00,1.03,1.18,1.23,4,1.115,put,american,2026-02-20,100,135,O:FANG260220P00135000,153.72999572753906,0.95,0.0026027397260273972,0.025675675675675674,-0.12311740184609901,0.01239409561881723,-0.04728324445648091,0.11788834139256156,0.3493383960364915,528,FANG
1/14/26,ABNB,-0.3,-58.8,0.21,0.21,2026-01-15T05:00:00+00:00,0.21,0.21,0.51,1,0.21,put,american,2026-01-23,100,125,O:ABNB260123P00125000,132.7899932861328,0.21,0.0005753424657534246,0.02333333333333333,-0.09613922954004284,0.026780392864058734,-0.06492031643986851,0.033513307108998094,0.31984199876926783,239,ABNB
1/14/26,PEP,-0.15,-37.5,0.25,0.28,2026-01-15T05:00:00+00:00,0.25,0.28,0.4,13,0.2731,put,american,2026-01-23,100,141,O:PEP260123P00141000,145.9199981689453,0.21,0.0005753424657534246,0.02333333333333333,-0.10396628985920492,0.041222986768293085,-0.04827921628584089,0.03824062189114412,0.19964491683386593,245,PEP
1/14/26,IDXX,0,0,4.27,4.27,2026-01-12T21:00:00+00:00,4.27,4.27,4.27,1,4.27,put,american,2026-02-20,100,590,O:IDXX260220P00590000,710.47998046875,0.8,0.0021917808219178085,0.021621621621621626,-0.09465792515804233,0.0015127547882937112,-0.25694017154554444,0.3495334513177507,0.5001322579143656,10,IDXX
1/14/26,ODFL,-0.25,-17.9,1.15,1.21,2026-01-15T05:00:00+00:00,1.15,1.21,1.4,21,1.1557,put,american,2026-02-20,100,145,O:ODFL260220P00145000,173.52000427246094,0.65,0.0017808219178082193,0.01756756756756757,-0.08648664583223815,0.005710012005516046,-0.059303601003410304,0.08653985675336752,0.4979797846825071,68,ODFL
1/14/26,SBUX,-0.29,-55.8,0.23,0.4,2026-01-15T05:00:00+00:00,0.23,0.26,0.52,334,0.287,put,american,2026-01-23,100,88,O:SBUX260123P00088000,91.1500015258789,0.15,0.000410958904109589,0.016666666666666666,-0.09544642925604616,0.03773068459957876,-0.04623416472025191,0.024058728693651374,0.319914117969603,478,SBUX
1/14/26,ORLY,-0.15,-20,0.6,0.6,2026-01-15T05:00:00+00:00,0.41,0.57,0.75,32,0.4391,put,american,2026-02-20,100,85,O:ORLY260220P00085000,95.0199966430664,0.55,0.0015068493150684932,0.014864864864864866,-0.12079505817437475,0.021329813960011795,-0.02599090816406067,0.0718578308045891,0.3218136794747546,514,ORLY
1/14/26,PAYX,-0.25,-32.5,0.52,0.6,2026-01-15T05:00:00+00:00,0.52,0.6,0.77,6,0.5333,put,american,2026-02-20,100,100,O:PAYX260220P00100000,110.29000091552734,0.5,0.0013698630136986301,0.013513513513513514,-0.119406050921649,0.019920301781376767,-0.02851639946210686,0.05842766087188328,0.2917275217455205,243,PAYX
1/14/26,PYPL,-0.02,-13.3,0.13,0.15,2026-01-15T05:00:00+00:00,0.09,0.09,0.15,55,0.1298,put,american,2026-01-23,100,54,O:PYPL260123P00054000,57.65999984741211,0.12,0.00032876712328767124,0.013333333333333334,-0.11885617979587375,0.08330312936101708,-0.029034941767538285,0.014449376261626023,0.28452529865658516,397,PYPL
1/14/26,GEHC,-0.13,-24.5,0.4,0.4,2026-01-15T05:00:00+00:00,0.4,0.4,0.53,1,0.4,put,american,2026-01-23,100,77,O:GEHC260123P00077000,85.30000305175781,0.1,0.00027397260273972606,0.011111111111111113,-0.09855408223963873,0.03391386137730949,-0.053519799506881724,0.0209348824018618,0.41109803751773344,1,GEHC
1/14/26,REGN,-1.55,-75.6,0.5,0.5,2026-01-15T05:00:00+00:00,0.5,0.5,2.05,1,0.5,put,american,2026-01-23,100,700,O:REGN260123P00700000,754.1400146484375,0.1,0.00027397260273972606,0.011111111111111113,-0.08069913900798345,0.004317473344332387,-0.3107449912967364,0.1880409686673647,0.3099886939261117,2,REGN
1/14/26,GFS,-0.12,-20,0.48,0.56,2026-01-15T05:00:00+00:00,0.48,0.56,0.6,2,0.52,put,american,2026-02-20,100,35,O:GFS260220P00035000,41.349998474121094,0.35,0.0009589041095890411,0.009459459459459458,-0.13099472840988877,0.027079896673863662,-0.022881706686797575,0.031294412456335095,0.5950838753556493,258,GFS
1/14/26,TTD,0.01,11.111,0.1,0.1,2026-01-15T05:00:00+00:00,0.1,0.1,0.09,11,0.1,put,american,2026-01-23,100,33.5,O:TTD260123P00033500,37.130001068115234,0.07,0.00019178082191780824,0.007777777777777778,-0.0802445338715286,0.07106181815328655,-0.01874377936491472,0.009081909233099221,0.38586163861437045,28,TTD
1/14/26,VRSK,0,0,0.62,0.62,2026-01-13T21:00:00+00:00,0.62,0.62,0.62,1,0.62,put,american,2026-02-20,100,195,O:VRSK260220P00195000,224.16000366210938,0.25,0.0006849315068493151,0.006756756756756757,-0.11097898919653934,0.007409718596650699,-0.06719461016460991,0.11268900931243041,0.3712367582231449,2,VRSK
1/14/26,AEP,-0.06,-17.1,0.29,0.35,2026-01-15T05:00:00+00:00,0.29,0.35,0.35,15,0.33,put,american,2026-02-20,100,105,O:AEP260220P00105000,118.11000061035156,0.25,0.0006849315068493151,0.006756756756756757,-0.07933067083337085,0.013275074473681652,-0.022659589450541723,0.0615287522387351,0.29732817673366124,716,AEP
1/14/26,CSX,-0.05,-50,0.05,0.05,2026-01-15T05:00:00+00:00,0.05,0.05,0.1,1,0.05,put,american,2026-01-23,100,33.5,O:CSX260123P00033500,36.18000030517578,0.05,0.00013698630136986303,0.005555555555555557,-0.10105801016461559,0.07139902669231646,-0.026557623095358085,0.009199061685447303,0.45413029021020546,36,CSX
1/14/26,FAST,0.02,7.692,0.28,0.28,2026-01-15T05:00:00+00:00,0.28,0.28,0.26,2,0.28,put,american,2026-02-20,100,37.5,O:FAST260220P00037500,42.41999816894531,0.2,0.0005479452054794521,0.005405405405405407,-0.11353208883654306,0.03530642240519272,-0.014852488050701882,0.022207109351902746,0.40618742241139294,296,FAST
1/14/26,MNST,-0.16,-34.8,0.3,0.3,2026-01-15T05:00:00+00:00,0.3,0.3,0.46,12,0.3,put,american,2026-02-20,100,70,O:MNST260220P00070000,77.7300033569336,0.2,0.0005479452054794521,0.005405405405405407,-0.08439989428903294,0.02120057602241297,-0.01507295177686832,0.0392092676349593,0.2951508528706045,221,MNST
1/14/26,XEL,0,0,0.33,0.33,2026-01-14T21:00:00+00:00,0.33,0.33,0.33,1,0.33,put,american,2026-02-20,100,65,O:XEL260220P00065000,76.19999694824219,0.15,0.000410958904109589,0.004054054054054054,-0.14329147613574414,0.019196780272506812,-0.03709331914025269,0.05824200043592279,0.49582518128628866,104,XEL
1/14/26,BKR,0,0,0.51,0.51,2026-01-13T21:00:00+00:00,0.47,0.47,0.51,7,0.4986,put,american,2026-02-20,100,43,O:BKR260220P00043000,49.97999954223633,0.15,0.000410958904109589,0.004054054054054054,-0.10303510901436515,0.022641826967190682,-0.019801583109072048,0.025701482647255237,0.49379633336286954,214,BKR
1/14/26,KHC,-0.04,-50,0.04,0.04,2026-01-15T05:00:00+00:00,0.02,0.02,0.08,53,0.03245,put,american,2026-01-23,100,23,O:KHC260123P00023000,24.31999969482422,0.03,8.219178082191781e-05,0.0033333333333333335,-0.09930541973240098,0.21269472017033614,-0.00889427696611226,0.006405522771620406,0.2273722410758405,1676,KHC
1/14/26,AZN,0,0,0.49,0.49,2026-01-14T21:00:00+00:00,0.36,0.36,0.49,27,0.3678,put,american,2026-02-20,100,82.5,O:AZN260220P00082500,96.33999633789062,0.12,0.00032876712328767124,0.0032432432432432435,-0.09134574659734383,0.01674603571732481,-0.021931244681299145,0.04770707788942032,0.3322296037758546,39,AZN
1/14/26,CSGP,-0.07,-23.3,0.23,0.23,2026-01-15T05:00:00+00:00,0.2,0.2,0.3,2,0.215,put,american,2026-02-20,100,50,O:CSGP260220P00050000,63.869998931884766,0.1,0.00027397260273972606,0.0027027027027027033,-0.05973651945590188,0.012100159177550777,-0.01614835518480682,0.03002088322533046,0.503135450700382,15332,CSGP
1/14/26,CPRT,-0.05,-31.2,0.11,0.11,2026-01-15T05:00:00+00:00,0.11,0.11,0.16,1,0.11,put,american,2026-02-20,100,32.5,O:CPRT260220P00032500,39.9900016784668,0.05,0.00013698630136986303,0.0013513513513513516,-0.09969264455960587,0.02291822292416357,-0.018552163265529026,0.01965556526213082,0.6060384748945847,1207,CPRT
1/14/26,AXON,0,0,2.92,3.2,2026-01-13T21:00:00+00:00,2.92,3.2,2.92,15,3.0947,put,american,2026-02-20,100,520,O:AXON260220P00520000,629.219970703125,0.05,0.00013698630136986303,0.0013513513513513516,-0.08565621879004717,0.0015393703593424282,-0.21613896966403,0.30972164861527696,0.5092008153611617,60,AXON
1/14/26,CTSH,0,0,0.5,0.51,2026-01-02T21:00:00+00:00,0.5,0.5,0.5,3,0.5033,put,american,2026-02-20,100,70,O:CTSH260220P00070000,86.69999694824219,0.05,0.00013698630136986303,0.0013513513513513516,-0.08041296476763023,0.011852399787348084,-0.025656148166492823,0.04190083678362625,0.4714144960280405,2,CTSH
1/14/26,SNPS,0,0,0.55,0.55,2026-01-12T21:00:00+00:00,0.55,0.55,0.55,1,0.55,put,american,2026-01-23,100,465,O:SNPS260123P00465000,505.3399963378906,0.0,0.0,0.0,-0.09842847473209153,0.004919730299024033,-0.3686854522164178,0.12715705679914413,0.4643251073498116,17,SNPS
1/14/26,ADP,0,0,0.4,0.4,2026-01-09T21:00:00+00:00,0.4,0.4,0.4,1,0.4,put,american,2026-01-23,100,245,O:ADP260123P00245000,258.5,0.0,0.0,0.0,-0.08148920343449294,0.012277417909360018,-0.11229600939734649,0.06697060166804941,0.31328933853109026,39,ADP
1/14/26,MAR,0,0,0.85,1.1,2026-01-14T21:00:00+00:00,0.75,1.1,0.85,9,0.8611,put,american,2026-01-23,100,300,O:MAR260123P00300000,319.67999267578125,0.0,0.0,0.0,-0.10616437409668528,0.008908548869861348,-0.22919278996978576,0.08184946027835824,0.42550720562399263,12,MAR
1/14/26,KDP,0,0,0.05,0.05,2025-12-03T21:00:00+00:00,0.05,0.05,0.05,28,0.05,put,american,2026-02-20,100,21,O:KDP260220P00021000,28.1200008392334,0.0,0.0,0.0,-0.10200340045637013,0.024706480767136354,-0.018295087908617107,0.013393060822724592,0.8254379109485401,28,KDP
1/14/26,CDNS,0,0,1.9,1.9,2026-01-14T21:00:00+00:00,1.68,1.68,1.9,3,1.7533,put,american,2026-01-23,100,297.5,O:CDNS260123P00297500,313.1700134277344,0.0,0.0,0.0,-0.10863383142390552,0.008730396072713741,-0.24209622584249538,0.0810657072666201,0.4450657198148556,3,CDNS
1/14/26,EXC,0,0,0.25,0.25,2026-01-05T21:00:00+00:00,0.25,0.25,0.25,10,0.25,put,american,2026-02-20,100,38,O:EXC260220P00038000,43.599998474121094,0.0,0.0,0.0,-0.10202398950852892,0.033809390122957965,-0.01311836677056423,0.022619117825599735,0.38334050529439706,11,EXC
1/14/26,BIIB,0,0,0.05,0.05,2026-01-14T21:00:00+00:00,0.05,0.05,0.05,1,0.05,put,american,2026-01-23,100,140,O:BIIB260123P00140000,169.30999755859375,0.0,0.0,0.0,-0.09485347576673575,0.006550222984286065,-0.2647119261893351,0.04050378275854098,1.0193273301834191,23,BIIB
1/14/26,CMCSA,0,0,0.07,0.07,2026-01-02T21:00:00+00:00,0.07,0.07,0.07,5,0.07,put,american,2026-01-23,100,25,O:CMCSA260123P00025000,28.420000076293945,0.0,0.0,0.0,-0.09694464753156573,0.05967265663241683,-0.030199733269074165,0.00711001158113705,0.6753525402141295,0,CMCSA
1/14/26,ASML,0,0,17.7,17.7,2026-01-14T21:00:00+00:00,17.7,17.7,17.7,1,17.7,put,american,2026-01-23,100,1232.5,O:ASML260123P01232500,1263.719970703125,0.0,0.0,0.0,-0.10028321523183022,0.0018437694401213698,-1.0144454698852576,0.3380294943137548,0.47366036870796807,1,ASML
1/14/26,ADBE,,,0.71,0.74,2026-01-15T05:00:00+00:00,0.64,0.74,,13,0.6585,put,american,2026-01-23,100,287.5,O:ADBE260123P00287500,304.44000244140625,0.0,0.0,0.0,-0.11149400212715325,0.013969069722311945,-0.15644870467950509,0.07687040480043836,0.3014811187181387,0,ADBE
1/14/26,WDAY,-0.37,-46.2,0.43,0.43,2026-01-15T05:00:00+00:00,0.43,0.43,0.8,1,0.43,put,american,2026-01-23,100,182.5,O:WDAY260123P00182500,193.99000549316406,0.0,0.0,0.0,-0.11041366124875816,0.01911755156013598,-0.1128625204413281,0.04906536442719997,0.3418357753059812,1,WDAY
1/14/26,TEAM,,,,,,,,,,,put,american,2026-01-23,100,121,O:TEAM260123P00121000,131.9600067138672,0.0,0.0,0.0,-0.09985261912934947,0.02049324918108207,-0.09040838894173432,0.032963438296290525,0.43568084064838813,0,TEAM
1/14/26,HON,0,0,0.28,0.32,2026-01-09T21:00:00+00:00,0.28,0.32,0.28,2,0.3,put,american,2026-01-23,100,190,O:HON260123P00190000,213.0399932861328,0.0,0.0,0.0,-0.09272010492305229,0.00825753391414599,-0.202222142739711,0.05331193352622222,0.6255913224616486,20,HON
