trade_dt,underlying,change,change_percent,close,high,last_updated,low,open,previous_close,volume,vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,ticker,spot_price,bid_yf,roi,roi_annualized,delta,gamma,theta,vega,implied_volatility,open_interest,underlying_ticker
1/14/26,EA,0,0,0.25,0.25,2025-12-11T21:00:00+00:00,0.21,0.21,0.25,2,0.23,put,american,2026-01-30,100,190,O:EA260130P00190000,204.1999969482422,0.0,0.0,0.0,-0.08127102483348074,0.013685929648645746,-0.053121201637314264,0.06868707709719792,0.2642791338882238,2,EA
1/14/26,APP,0,0,5.19,5.19,2026-01-14T21:00:00+00:00,5.18,5.18,5.19,10,5.182,put,american,2026-01-23,100,537.5,O:APP260123P00537500,617.760009765625,0.0,0.0,0.0,-0.09797149249192236,0.0025365897045977357,-0.7151598208491344,0.15137984096638873,0.7393596008500264,20,APP
1/14/26,GILD,0,0,0.24,0.24,2026-01-12T21:00:00+00:00,0.24,0.24,0.24,1,0.24,put,american,2026-01-23,100,110,O:GILD260123P00110000,124.06999969482422,0.0,0.0,0.0,-0.10497053661217864,0.016045926141625325,-0.1261880423489951,0.030781151604991827,0.6171507711336759,40,GILD
1/14/26,VRTX,0,0,0.9,1.84,2026-01-14T21:00:00+00:00,0.59,1.7,0.9,186,1.0044,put,american,2026-01-23,100,425,O:VRTX260123P00425000,449.5299987792969,0.0,0.0,0.0,-0.10749569671830522,0.011668591540530652,-0.17598151497760625,0.11231650440518362,0.2396930928751823,77,VRTX
1/14/26,FTNT,0,0,0.06,0.06,2025-12-10T21:00:00+00:00,0.06,0.06,0.06,10,0.06,put,american,2026-01-23,100,65,O:FTNT260123P00065000,76.38999938964844,0.0,0.0,0.0,-0.08116404769311512,0.015530640600192507,-0.08776692624282194,0.01858847247953961,0.838844953496061,10,FTNT
1/14/26,ADI,0,0,0.75,0.75,2026-01-09T21:00:00+00:00,0.75,0.75,0.75,1,0.75,put,american,2026-01-23,100,275,O:ADI260123P00275000,297.989990234375,0.0,0.0,0.0,-0.09397591371127345,0.007079104020715403,-0.23991054865964687,0.07610489169957614,0.51989488679078,177,ADI
1/14/26,DDOG,0,0,0.47,0.47,2026-01-14T21:00:00+00:00,0.32,0.32,0.47,16,0.3781,put,american,2026-01-23,100,111,O:DDOG260123P00111000,122.41000366210938,0.0,0.0,0.0,-0.09196414148339781,0.019331828170694284,-0.0845988288458929,0.03039341911754406,0.46833615406934515,138,DDOG
1/14/26,CSCO,0,0,0.06,0.06,2026-01-07T21:00:00+00:00,0.06,0.06,0.06,1,0.06,put,american,2026-01-23,100,65,O:CSCO260123P00065000,74.41000366210938,0.0,0.0,0.0,-0.0999029660835849,0.018272161859699362,-0.10299105949325116,0.018586149731155136,0.8464019918548754,1,CSCO
1/14/26,MDLZ,0,0,0.13,0.15,2026-01-14T21:00:00+00:00,0.13,0.15,0.13,5,0.138,put,american,2026-01-23,100,54,O:MDLZ260123P00054000,57.22999954223633,0.0,0.0,0.0,-0.09765792167170277,0.06618819544212709,-0.027294275770774337,0.014745138010935228,0.30347850741981774,49,MDLZ
1/14/26,MCHP,0,0,0.17,0.17,2026-01-06T21:00:00+00:00,0.17,0.17,0.17,3,0.17,put,american,2026-01-23,100,62,O:MCHP260123P00062000,74.68000030517578,0.0,0.0,0.0,-0.0978242609272006,0.014525576793497901,-0.1257382006073769,0.0180472731824666,1.0585391396541803,11,MCHP
1/14/26,CHTR,-0.5,-71.4,0.2,0.2,2026-01-15T05:00:00+00:00,0.2,0.2,0.7,1,0.2,put,american,2026-01-23,100,175,O:CHTR260123P00175000,202.33999633789062,0.0,0.0,0.0,-0.09101938649472514,0.009198101913114733,-0.1756175343382877,0.04868578075132045,0.6036842749237116,10,CHTR
1/14/26,CCEP,0,0,0.65,0.65,2025-11-28T21:00:00+00:00,0.65,0.65,0.65,1,0.65,put,american,2026-02-20,100,75,O:CCEP260220P00075000,88.83999633789062,0.0,0.0,0.0,-0.08103252978776887,0.012585713849117858,-0.024539344818409553,0.04474755660836858,0.4243842825932414,23,CCEP
1/14/26,CTAS,,,,,,,,,,,put,american,2026-01-23,100,175,O:CTAS260123P00175000,194.22999572753906,0.0,0.0,0.0,-0.09563048565265976,0.010103800303777352,-0.17265180190957463,0.048621594624034786,0.5749414537968814,0,CTAS
1/14/26,ROST,0,0,1.3,1.45,2026-01-05T21:00:00+00:00,1.3,1.45,1.3,3,1.3667,put,american,2026-01-23,100,180,O:ROST260123P00180000,191.8300018310547,0.0,0.0,0.0,-0.09373111593753547,0.014638306841223005,-0.1150367288108546,0.048987467933608725,0.39262538934443114,8,ROST
1/14/26,WBD,,,,,,,,,,,put,american,2026-01-23,100,20.5,O:WBD260123P00020500,28.6299991607666,0.0,0.0,0.0,-0.09853397603881255,0.02107266085831847,-0.08913200499257201,0.006341412353178472,1.9485739117009466,0,WBD
1/14/26,TRI,0,0,0.65,0.65,2025-12-17T21:00:00+00:00,0.65,0.65,0.65,1,0.65,put,american,2026-02-20,100,105,O:TRI260220P00105000,127.2699966430664,0.0,0.0,0.0,-0.12310764761585759,0.00977405825396078,-0.05936477174787352,0.0941732910249831,0.5346486657180862,1,TRI
1/14/26,PCAR,0,0,0.85,0.85,2026-01-06T21:00:00+00:00,0.85,0.85,0.85,1,0.85,put,american,2026-02-20,100,98.6,O:PCAR260220P00098600,119.0,0.0,0.0,0.0,-0.10052945726085048,0.007905573798422988,-0.05495513085043774,0.06025543482647935,0.5846522241321233,153,PCAR
1/14/26,BKNG,0,0,9.33,9.33,2026-01-12T21:00:00+00:00,9.33,9.33,9.33,1,9.33,put,american,2026-01-23,100,4860,O:BKNG260123P04860000,5187.02001953125,0.0,0.0,0.0,-0.09951674740291785,0.0007141287785836644,-2.5748799102260076,1.307827812564671,0.31709300722103057,1,BKNG
1/14/26,ON,0,0,0.15,0.15,2026-01-06T21:00:00+00:00,0.15,0.15,0.15,1,0.15,put,american,2026-01-23,100,51,O:ON260123P00051000,60.58000183105469,0.0,0.0,0.0,-0.09537604000625477,0.018181655832653496,-0.09619658116711712,0.014743310980485988,1.0139441613292286,97,ON
1/14/26,ADSK,,,,,,,,,,,put,american,2026-01-23,100,242.5,O:ADSK260123P00242500,261.2799987792969,0.0,0.0,0.0,-0.10019154814589812,0.010940670993479815,-0.17008585799577222,0.06584149453793789,0.4102363478127271,0,ADSK
1/14/26,CDW,0,0,0.67,0.67,2026-01-07T21:00:00+00:00,0.52,0.52,0.67,2,0.595,put,american,2026-02-20,100,105,O:CDW260220P00105000,132.16000366210938,0.0,0.0,0.0,-0.09453429034274738,0.006382805752612196,-0.061705901471976694,0.06466895038901938,0.6332646108599724,2,CDW
