trade_dt,underlying,change,change_percent,close,high,last_updated,low,open,previous_close,volume,vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,ticker,spot_price,bid_yf,roi,roi_annualized,delta,gamma,theta,vega,implied_volatility,open_interest,underlying_ticker
1/15/26,NVDA,-0.87,-52.1,0.8,0.95,2026-01-15T05:00:00+00:00,0.56,0.86,1.67,6498,0.6648,put,american,2026-01-23,100,177.5,O:NVDA260123P00177500,187.27499389648438,0.72,0.0019726027397260273,0.09,-0.1466359145195407,0.0231603561232426,-0.13920062816895576,0.07107810782929654,0.3571713178790806,15470,NVDA
1/15/26,MAR,-1.87,-67.5,0.9,0.9,2026-01-15T05:00:00+00:00,0.9,0.9,2.77,3,0.9,put,american,2026-01-23,100,312.5,O:MAR260123P00312500,325.2449951171875,0.65,0.0017808219178082193,0.08125,-0.14495580637393116,0.01859157884990522,-0.17081079595352003,0.12401504966117445,0.2548337706906985,18,MAR
1/15/26,WDAY,-0.26,-27.1,0.7,0.9,2026-01-15T05:00:00+00:00,0.62,0.9,0.96,5,0.698,put,american,2026-01-23,100,185,O:WDAY260123P00185000,193.02000427246094,0.65,0.0017808219178082193,0.08125,-0.17053845592144085,0.029254232236900914,-0.13314340045841652,0.0735491012490752,0.30268980217865643,14,WDAY
1/15/26,SHOP,-0.56,-42.7,0.75,0.75,2026-01-15T05:00:00+00:00,0.7,0.7,1.31,10,0.745,put,american,2026-01-23,100,148,O:SHOP260123P00148000,158.11000061035156,0.64,0.0017534246575342466,0.08,-0.1464681186805722,0.022929085709751103,-0.14073923502122324,0.05971539124900314,0.42770284694286803,113,SHOP
1/15/26,ZS,-0.19,-18.6,0.83,0.83,2026-01-15T05:00:00+00:00,0.49,0.55,1.02,5,0.606,put,american,2026-01-23,100,200,O:ZS260123P00200000,210.97000122070312,0.61,0.0016712328767123287,0.07625,-0.15203336834719292,0.021057459582085016,-0.16014067623815903,0.08006744093059025,0.35705472651372944,126,ZS
1/15/26,AAPL,0.08,17.391,0.54,0.61,2026-01-15T05:00:00+00:00,0.28,0.35,0.46,862,0.3737,put,american,2026-01-23,100,247.5,O:AAPL260123P00247500,257.5849914550781,0.59,0.0016164383561643836,0.07375,-0.12124263333017313,0.022543681872464347,-0.11198278706900576,0.06530486061773297,0.23680538601288556,2307,AAPL
1/15/26,QCOM,0,0,0.62,0.66,2026-01-15T05:00:00+00:00,0.4,0.5,0.62,406,0.5989,put,american,2026-01-23,100,155,O:QCOM260123P00155000,161.55499267578125,0.58,0.0015890410958904109,0.0725,-0.172505457870721,0.037324461441327034,-0.10715873970038486,0.06212652225315974,0.2855730667625161,164,QCOM
1/15/26,ARM,-0.59,-57.8,0.43,0.45,2026-01-15T05:00:00+00:00,0.41,0.45,1.02,3,0.43,put,american,2026-01-23,100,99,O:ARM260123P00099000,105.4000015258789,0.54,0.0014794520547945207,0.0675,-0.16239122107156914,0.03581220698821719,-0.10274568511327338,0.03994030711137373,0.43831715523098475,133,ARM
1/15/26,AMGN,-0.56,-43.4,0.73,0.73,2026-01-15T05:00:00+00:00,0.7,0.7,1.29,4,0.7225,put,american,2026-01-23,100,317.5,O:AMGN260123P00317500,329.6400146484375,0.5,0.0013698630136986301,0.0625,-0.13125886119879704,0.01905120228867751,-0.1514224002409919,0.12805082523492797,0.23112282654231397,131,AMGN
1/15/26,LIN,-0.1,-4,2.4,2.4,2026-01-15T05:00:00+00:00,2.4,2.4,2.5,2,2.4,put,american,2026-02-20,100,405,O:LIN260220P00405000,438.2950134277344,2.25,0.0061643835616438354,0.0625,-0.13571899563599185,0.006224202824358154,-0.10416603326262058,0.34063526826509183,0.2559889075759312,80,LIN
1/15/26,INTC,-0.2,-28.6,0.5,0.68,2026-01-15T05:00:00+00:00,0.44,0.48,0.7,307,0.4995,put,american,2026-01-23,100,43.5,O:INTC260123P00043500,48.64500045776367,0.45,0.001232876712328767,0.05625,-0.15276446934753043,0.04093338316570108,-0.08356467252377771,0.018084276052778975,0.7954441113502712,240,INTC
1/15/26,TTWO,-0.2,-19,0.85,0.86,2026-01-15T05:00:00+00:00,0.73,0.86,1.05,53,0.8334,put,american,2026-01-23,100,235,O:TTWO260123P00235000,244.3300018310547,0.45,0.001232876712328767,0.05625,-0.13805797534823006,0.02474042967291625,-0.1201625396175831,0.0926868691863134,0.24725622601195615,289,TTWO
1/15/26,PANW,0.1,19.608,0.61,0.61,2026-01-15T05:00:00+00:00,0.25,0.25,0.51,7,0.3471,put,american,2026-01-23,100,177.5,O:PANW260123P00177500,187.77999877929688,0.44,0.0012054794520547946,0.05500000000000001,-0.12989750861016172,0.02395746446230878,-0.1160050781746072,0.07079788694146616,0.3214779212829178,313,PANW
1/15/26,MRVL,-0.42,-51.9,0.39,0.67,2026-01-15T05:00:00+00:00,0.32,0.43,0.81,42,0.4252,put,american,2026-01-23,100,76,O:MRVL260123P00076000,80.52999877929688,0.42,0.0011506849315068492,0.0525,-0.1661504038590225,0.04640715893504067,-0.08181309669014969,0.030711180107877444,0.44703285427125455,212,MRVL
1/15/26,ADP,-0.64,-58.7,0.45,0.45,2026-01-15T05:00:00+00:00,0.45,0.45,1.09,1,0.45,put,american,2026-01-23,100,250,O:ADP260123P00250000,260.1549987792969,0.4,0.0010958904109589042,0.05000000000000001,-0.1523826362813726,0.02223232904897291,-0.1544764838352038,0.10068630136528922,0.27406490268271955,29,ADP
1/15/26,CHTR,,,,,,,,,,,put,american,2026-01-23,100,182.5,O:CHTR260123P00182500,194.39500427246094,0.4,0.0010958904109589042,0.05000000000000001,-0.12722859668471256,0.01850273592487572,-0.14695395374084136,0.0734713854584463,0.39476325139036517,0,CHTR
1/15/26,ROST,0,0,0.98,0.98,2026-01-13T21:00:00+00:00,0.8,0.8,0.98,24,0.8375,put,american,2026-01-23,100,187.5,O:ROST260123P00187500,193.4600067138672,0.4,0.0010958904109589042,0.05000000000000001,-0.15278162181435095,0.03710384657741737,-0.09111153347757446,0.07404799299468491,0.22131507043382395,55,ROST
1/15/26,PDD,-0.12,-19,0.51,0.82,2026-01-15T05:00:00+00:00,0.45,0.82,0.63,17,0.5312,put,american,2026-01-23,100,102,O:PDD260123P00102000,107.43499755859375,0.34,0.0009315068493150686,0.0425,-0.16096406436527008,0.04177963477183346,-0.0868301122334991,0.040857028530200325,0.3661963474453432,10065,PDD
1/15/26,TXN,0.03,6.122,0.52,0.52,2026-01-15T05:00:00+00:00,0.34,0.41,0.49,18,0.3822,put,american,2026-01-23,100,180,O:TXN260123P00180000,189.52999877929688,0.33,0.0009041095890410959,0.04125,-0.118845479268262,0.02303231963423763,-0.10768554990769329,0.04856382686285791,0.3086172601096289,432,TXN
1/15/26,HON,-0.33,-41.2,0.47,0.47,2026-01-15T05:00:00+00:00,0.47,0.47,0.8,1,0.47,put,american,2026-01-23,100,207.5,O:HON260123P00207500,215.1199951171875,0.3,0.000821917808219178,0.0375,-0.12855024754727937,0.029465709544141027,-0.09425738710142939,0.0827526569573444,0.22588906151476598,70,HON
1/15/26,GILD,-0.14,-26.9,0.38,0.38,2026-01-15T05:00:00+00:00,0.19,0.2,0.52,11,0.2427,put,american,2026-01-23,100,117,O:GILD260123P00117000,121.26000213623047,0.3,0.000821917808219178,0.0375,-0.15747535564903048,0.05171273943940069,-0.06895575902355897,0.046913166023099515,0.25787902374257565,124,GILD
1/15/26,SBUX,-0.76,-70.4,0.32,0.8,2026-01-15T05:00:00+00:00,0.25,0.8,1.08,437,0.4221,put,american,2026-01-23,100,90,O:SBUX260123P00090000,93.5999984741211,0.28,0.000767123287671233,0.035,-0.15252456863943573,0.059994997215290495,-0.05739000370792888,0.036305317795514463,0.2819410428494673,422,SBUX
1/15/26,ROP,,,,,,,,,,,put,american,2026-02-20,100,370,O:ROP260220P00370000,413.8500061035156,1.2,0.003287671232876712,0.03333333333333333,-0.13447737998129114,0.0048248871530315925,-0.1332443431431178,0.31711014373046914,0.34850856482197184,0,ROP
1/15/26,CDW,-0.05,-3.03,1.6,1.6,2026-01-15T05:00:00+00:00,1.6,1.6,1.65,50,1.6,put,american,2026-02-20,100,120,O:CDW260220P00120000,132.5,1.15,0.003150684931506849,0.03194444444444444,-0.17205211657303962,0.01717797328569044,-0.05202304865245731,0.10325832220211384,0.3591108460197843,12,CDW
1/15/26,MCHP,-0.62,-68.9,0.28,0.92,2026-01-15T05:00:00+00:00,0.28,0.92,0.9,5,0.682,put,american,2026-01-23,100,71,O:MCHP260123P00071000,74.79000091552734,0.25,0.0006849315068493151,0.03125,-0.15270952123438175,0.05620011082847359,-0.06109763595021609,0.02875268172499192,0.3765414777072816,8,MCHP
1/15/26,FANG,0.12,9.756,1.35,1.35,2026-01-15T05:00:00+00:00,1.03,1.18,1.23,11,1.2182,put,american,2026-02-20,100,135,O:FANG260220P00135000,150.44000244140625,1.1,0.0030136986301369864,0.030555555555555558,-0.1374898073746826,0.014004221348512395,-0.04803321597462169,0.11711408071802934,0.33504627535914855,528,FANG
1/15/26,PEP,-0.11,-27.5,0.29,0.46,2026-01-15T05:00:00+00:00,0.25,0.42,0.4,27,0.3485,put,american,2026-01-23,100,142,O:PEP260123P00142000,146.3000030517578,0.24,0.0006575342465753425,0.030000000000000002,-0.13694043760496968,0.055308899404477856,-0.054987449392768055,0.05713173033137809,0.18408444201357807,191,PEP
1/15/26,TMUS,-0.53,-46.9,0.6,0.6,2026-01-15T05:00:00+00:00,0.6,0.6,1.13,2,0.6,put,american,2026-01-23,100,182.5,O:TMUS260123P00182500,190.4199981689453,0.24,0.0006575342465753425,0.030000000000000002,-0.14309530677648666,0.02807556797915757,-0.11278968924541145,0.07336448308585723,0.28514910569729557,25,TMUS
1/15/26,ODFL,0,0,1.75,1.75,2026-01-13T21:00:00+00:00,1.75,1.75,1.75,1,1.75,put,american,2026-02-20,100,150,O:ODFL260220P00150000,177.89999389648438,1.0,0.0027397260273972603,0.027777777777777776,-0.1414990336829714,0.007188755516565608,-0.0958429958456674,0.13315238232652457,0.5608566107905943,33,ODFL
1/15/26,GEHC,0,0,0.27,0.27,2026-01-12T21:00:00+00:00,0.27,0.27,0.27,2,0.27,put,american,2026-01-23,100,79,O:GEHC260123P00079000,82.78500366210938,0.2,0.0005479452054794521,0.025000000000000005,-0.1604080896871656,0.06611078734837109,-0.054487340965750676,0.031438215652407384,0.30088947869537147,2,GEHC
