trade_dt,ticker,spot,strike,moneyness,premium,iv,delta,roi,roi_annualized,option_ticker,expiry
2026-01-14,GOOG,336.30999755859375,285.0,0.8474,0.02,0.843752,-0.003614,0.0070,1.2807,GOOG260116P00285000,2026-01-16
2026-01-14,GOOG,336.30999755859375,287.5,0.8549,0.02,0.820314,-0.004432,0.0070,1.2696,GOOG260116P00287500,2026-01-16
2026-01-14,GOOG,336.30999755859375,290.0,0.8623,0.02,0.796877,-0.005452,0.0069,1.2586,GOOG260116P00290000,2026-01-16
2026-01-14,GOOG,336.30999755859375,292.5,0.8697,0.03,0.765627,-0.006283,0.0103,1.8718,GOOG260116P00292500,2026-01-16
2026-01-14,GOOG,336.30999755859375,295.0,0.8772,0.04,0.742190,-0.007804,0.0136,2.4746,GOOG260116P00295000,2026-01-16
2026-01-14,GOOG,336.30999755859375,297.5,0.8846,0.04,0.701175,-0.008340,0.0134,2.4538,GOOG260116P00297500,2026-01-16
2026-01-14,GOOG,336.30999755859375,300.0,0.8920,0.05,0.681644,-0.010868,0.0167,3.0417,GOOG260116P00300000,2026-01-16
2026-01-14,GOOG,336.30999755859375,302.5,0.8995,0.06,0.644535,-0.012214,0.0198,3.6198,GOOG260116P00302500,2026-01-16
2026-01-14,GOOG,336.30999755859375,305.0,0.9069,0.07,0.617191,-0.015087,0.0230,4.1885,GOOG260116P00305000,2026-01-16
2026-01-14,GOOG,336.30999755859375,307.5,0.9143,0.05,0.568364,-0.015533,0.0163,2.9675,GOOG260116P00307500,2026-01-16
2026-01-14,GOOG,336.30999755859375,310.0,0.9218,0.09,0.544926,-0.020356,0.0290,5.2984,GOOG260116P00310000,2026-01-16
2026-01-14,GOOG,336.30999755859375,312.5,0.9292,0.11,0.509771,-0.024302,0.0352,6.4240,GOOG260116P00312500,2026-01-16
2026-01-14,GOOG,336.30999755859375,315.0,0.9366,0.13,0.480474,-0.031020,0.0413,7.5317,GOOG260116P00315000,2026-01-16
2026-01-14,GOOG,336.30999755859375,317.5,0.9441,0.09,0.447271,-0.038932,0.0283,5.1732,GOOG260116P00317500,2026-01-16
2026-01-14,GOOG,336.30999755859375,320.0,0.9515,0.2,0.416998,-0.051044,0.0625,11.4062,GOOG260116P00320000,2026-01-16
2026-01-14,GOOG,336.30999755859375,322.5,0.9589,0.27,0.386725,-0.068295,0.0837,15.2791,GOOG260116P00322500,2026-01-16
2026-01-14,GOOG,336.30999755859375,325.0,0.9664,0.4,0.363288,-0.097539,0.1231,22.4615,GOOG260116P00325000,2026-01-16
2026-01-14,GOOG,336.30999755859375,327.5,0.9738,0.62,0.344245,-0.143390,0.1893,34.5496,GOOG260116P00327500,2026-01-16
2026-01-14,GOOGL,335.8399963378906,5.0,0.0149,0.01,17.000005,-0.000036,0.2000,36.5000,GOOGL260116P00005000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,10.0,0.0298,0.05,14.000001,-0.000046,0.5000,91.2500,GOOGL260116P00010000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,20.0,0.0596,0.01,11.000003,-0.000054,0.0500,9.1250,GOOGL260116P00020000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,25.0,0.0744,0.01,10.250004,-0.000071,0.0400,7.3000,GOOGL260116P00025000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,30.0,0.0893,0.04,10.000004,-0.000140,0.1333,24.3333,GOOGL260116P00030000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,35.0,0.1042,0.01,8.750005,-0.000068,0.0286,5.2143,GOOGL260116P00035000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,40.0,0.1191,0.06,10.859378,-0.001147,0.1500,27.3750,GOOGL260116P00040000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,45.0,0.1340,0.01,7.875000,-0.000092,0.0222,4.0556,GOOGL260116P00045000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,50.0,0.1489,0.01,7.500001,-0.000104,0.0200,3.6500,GOOGL260116P00050000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,55.0,0.1638,0.01,7.000001,-0.000088,0.0182,3.3182,GOOGL260116P00055000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,60.0,0.1787,0.01,6.750002,-0.000109,0.0167,3.0417,GOOGL260116P00060000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,65.0,0.1935,0.01,6.500002,-0.000129,0.0154,2.8077,GOOGL260116P00065000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,70.0,0.2084,0.01,6.125002,-0.000114,0.0143,2.6071,GOOGL260116P00070000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,75.0,0.2233,0.01,5.875003,-0.000124,0.0133,2.4333,GOOGL260116P00075000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,80.0,0.2382,0.01,5.625003,-0.000129,0.0125,2.2812,GOOGL260116P00080000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,85.0,0.2531,0.01,5.375003,-0.000130,0.0118,2.1471,GOOGL260116P00085000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,90.0,0.2680,0.01,5.125004,-0.000125,0.0111,2.0278,GOOGL260116P00090000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,95.0,0.2829,0.01,5.000004,-0.000161,0.0105,1.9211,GOOGL260116P00095000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,100.0,0.2978,0.01,4.750004,-0.000146,0.0100,1.8250,GOOGL260116P00100000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,105.0,0.3126,0.04,4.625004,-0.000180,0.0381,6.9524,GOOGL260116P00105000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,110.0,0.3275,0.01,4.375005,-0.000154,0.0091,1.6591,GOOGL260116P00110000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,115.0,0.3424,0.01,4.250005,-0.000182,0.0087,1.5870,GOOGL260116P00115000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,120.0,0.3573,0.01,4.125005,-0.000213,0.0083,1.5208,GOOGL260116P00120000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,125.0,0.3722,0.01,3.875000,-0.000165,0.0080,1.4600,GOOGL260116P00125000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,130.0,0.3871,0.01,3.750001,-0.000186,0.0077,1.4038,GOOGL260116P00130000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,135.0,0.4020,0.01,3.625001,-0.000207,0.0074,1.3519,GOOGL260116P00135000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,140.0,0.4169,0.01,3.500001,-0.000226,0.0071,1.3036,GOOGL260116P00140000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,145.0,0.4318,0.01,3.375002,-0.000243,0.0069,1.2586,GOOGL260116P00145000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,150.0,0.4466,0.01,3.250002,-0.000259,0.0067,1.2167,GOOGL260116P00150000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,155.0,0.4615,0.01,3.125002,-0.000271,0.0065,1.1774,GOOGL260116P00155000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,160.0,0.4764,0.01,3.000002,-0.000279,0.0063,1.1406,GOOGL260116P00160000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,165.0,0.4913,0.01,2.875003,-0.000283,0.0061,1.1061,GOOGL260116P00165000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,170.0,0.5062,0.01,3.554689,-0.003264,0.0059,1.0735,GOOGL260116P00170000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,175.0,0.5211,0.01,2.625003,-0.000277,0.0057,1.0429,GOOGL260116P00175000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,180.0,0.5360,0.01,3.273439,-0.003507,0.0056,1.0139,GOOGL260116P00180000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,185.0,0.5509,0.02,2.437504,-0.000341,0.0108,1.9730,GOOGL260116P00185000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,190.0,0.5657,0.01,2.437504,-0.000580,0.0053,0.9605,GOOGL260116P00190000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,195.0,0.5806,0.01,2.187505,-0.000291,0.0051,0.9359,GOOGL260116P00195000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,200.0,0.5955,0.01,2.125005,-0.000368,0.0050,0.9125,GOOGL260116P00200000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,205.0,0.6104,0.04,2.000005,-0.000325,0.0195,3.5610,GOOGL260116P00205000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,210.0,0.6253,0.01,1.937500,-0.000408,0.0048,0.8690,GOOGL260116P00210000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,215.0,0.6402,0.01,1.812501,-0.000345,0.0047,0.8488,GOOGL260116P00215000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,220.0,0.6551,0.01,1.750001,-0.000431,0.0045,0.8295,GOOGL260116P00220000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,225.0,0.6700,0.01,1.656252,-0.000433,0.0044,0.8111,GOOGL260116P00225000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,230.0,0.6848,0.01,1.562502,-0.000429,0.0043,0.7935,GOOGL260116P00230000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,235.0,0.6997,0.01,1.625002,-0.001220,0.0043,0.7766,GOOGL260116P00235000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,240.0,0.7146,0.01,1.406253,-0.000515,0.0042,0.7604,GOOGL260116P00240000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,245.0,0.7295,0.01,1.406253,-0.001020,0.0041,0.7449,GOOGL260116P00245000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,250.0,0.7444,0.02,1.250004,-0.000599,0.0080,1.4600,GOOGL260116P00250000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,255.0,0.7593,0.01,1.156254,-0.000551,0.0039,0.7157,GOOGL260116P00255000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,260.0,0.7742,0.01,1.093755,-0.000675,0.0038,0.7019,GOOGL260116P00260000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,265.0,0.7891,0.01,1.000005,-0.000595,0.0038,0.6887,GOOGL260116P00265000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,270.0,0.8040,0.01,1.031255,-0.001864,0.0037,0.6759,GOOGL260116P00270000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,275.0,0.8188,0.01,0.984375,-0.002692,0.0036,0.6636,GOOGL260116P00275000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,280.0,0.8337,0.01,0.898439,-0.002789,0.0036,0.6518,GOOGL260116P00280000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,282.5,0.8412,0.01,0.859376,-0.002935,0.0035,0.6460,GOOGL260116P00282500,2026-01-16
2026-01-14,GOOGL,335.8399963378906,285.0,0.8486,0.02,0.859376,-0.004442,0.0070,1.2807,GOOGL260116P00285000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,287.5,0.8561,0.02,0.816408,-0.004575,0.0070,1.2696,GOOGL260116P00287500,2026-01-16
2026-01-14,GOOGL,335.8399963378906,290.0,0.8635,0.03,0.800783,-0.006036,0.0103,1.8879,GOOGL260116P00290000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,292.5,0.8710,0.03,0.757815,-0.006280,0.0103,1.8718,GOOGL260116P00292500,2026-01-16
2026-01-14,GOOGL,335.8399963378906,295.0,0.8784,0.03,0.718753,-0.006779,0.0102,1.8559,GOOGL260116P00295000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,297.5,0.8858,0.04,0.695316,-0.008511,0.0134,2.4538,GOOGL260116P00297500,2026-01-16
2026-01-14,GOOGL,335.8399963378906,300.0,0.8933,0.05,0.660160,-0.009657,0.0167,3.0417,GOOGL260116P00300000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,302.5,0.9007,0.05,0.625004,-0.011041,0.0165,3.0165,GOOGL260116P00302500,2026-01-16
2026-01-14,GOOGL,335.8399963378906,305.0,0.9082,0.07,0.599613,-0.013956,0.0230,4.1885,GOOGL260116P00305000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,307.5,0.9156,0.05,0.548833,-0.014008,0.0163,2.9675,GOOGL260116P00307500,2026-01-16
2026-01-14,GOOGL,335.8399963378906,310.0,0.9231,0.09,0.533208,-0.019933,0.0290,5.2984,GOOGL260116P00310000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,312.5,0.9305,0.1,0.507817,-0.026052,0.0320,5.8400,GOOGL260116P00312500,2026-01-16
2026-01-14,GOOGL,335.8399963378906,315.0,0.9379,0.13,0.472662,-0.031705,0.0413,7.5317,GOOGL260116P00315000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,317.5,0.9454,0.16,0.438482,-0.039645,0.0504,9.1969,GOOGL260116P00317500,2026-01-16
2026-01-14,GOOGL,335.8399963378906,320.0,0.9528,0.21,0.408209,-0.052287,0.0656,11.9766,GOOGL260116P00320000,2026-01-16
2026-01-14,GOOGL,335.8399963378906,322.5,0.9603,0.3,0.382819,-0.072951,0.0930,16.9767,GOOGL260116P00322500,2026-01-16
2026-01-14,GOOGL,335.8399963378906,325.0,0.9677,0.46,0.363776,-0.107106,0.1415,25.8308,GOOGL260116P00325000,2026-01-16
2026-01-14,HON,213.0399932861328,90.0,0.4225,0.05,6.464846,-0.020653,0.0556,10.1389,HON260116P00090000,2026-01-16
2026-01-14,HON,213.0399932861328,95.0,0.4459,0.05,4.265630,-0.003300,0.0526,9.6053,HON260116P00095000,2026-01-16
2026-01-14,HON,213.0399932861328,100.0,0.4694,0.03,5.916018,-0.025790,0.0300,5.4750,HON260116P00100000,2026-01-16
2026-01-14,HON,213.0399932861328,110.0,0.5163,0.25,4.285161,-0.012438,0.2273,41.4773,HON260116P00110000,2026-01-16
2026-01-14,HON,213.0399932861328,115.0,0.5398,0.84,4.234380,-0.016809,0.7304,133.3043,HON260116P00115000,2026-01-16
2026-01-14,HON,213.0399932861328,120.0,0.5633,0.1,2.781253,-0.001912,0.0833,15.2083,HON260116P00120000,2026-01-16
2026-01-14,HON,213.0399932861328,125.0,0.5867,0.14,4.363286,-0.034909,0.1120,20.4400,HON260116P00125000,2026-01-16
2026-01-14,HON,213.0399932861328,130.0,0.6102,0.15,4.087896,-0.037168,0.1154,21.0577,HON260116P00130000,2026-01-16
2026-01-14,HON,213.0399932861328,135.0,0.6337,1.08,3.822266,-0.039644,0.8000,146.0000,HON260116P00135000,2026-01-16
2026-01-14,HON,213.0399932861328,140.0,0.6572,0.18,3.103518,-0.025974,0.1286,23.4643,HON260116P00140000,2026-01-16
2026-01-14,HON,213.0399932861328,145.0,0.6806,0.33,2.363285,-0.011058,0.2276,41.5345,HON260116P00145000,2026-01-16
2026-01-14,HON,213.0399932861328,150.0,0.7041,0.05,3.056643,-0.047962,0.0333,6.0833,HON260116P00150000,2026-01-16
2026-01-14,HON,213.0399932861328,155.0,0.7276,0.01,2.835940,-0.052471,0.0065,1.1774,HON260116P00155000,2026-01-16
2026-01-14,HON,213.0399932861328,160.0,0.7510,0.06,2.589847,-0.055836,0.0375,6.8438,HON260116P00160000,2026-01-16
2026-01-14,HON,213.0399932861328,165.0,0.7745,0.67,2.193364,-0.048786,0.4061,74.1061,HON260116P00165000,2026-01-16
2026-01-14,HON,213.0399932861328,170.0,0.7980,0.21,1.171879,-0.004047,0.1235,22.5441,HON260116P00170000,2026-01-16
2026-01-14,HON,213.0399932861328,175.0,0.8214,0.02,1.314457,-0.019087,0.0114,2.0857,HON260116P00175000,2026-01-16
2026-01-14,HON,213.0399932861328,180.0,0.8449,0.05,1.150395,-0.021445,0.0278,5.0694,HON260116P00180000,2026-01-16
2026-01-14,HON,213.0399932861328,182.5,0.8566,0.5,1.611330,-0.087045,0.2740,50.0000,HON260116P00182500,2026-01-16
2026-01-14,HON,213.0399932861328,185.0,0.8684,0.06,1.246098,-0.057162,0.0324,5.9189,HON260116P00185000,2026-01-16
2026-01-14,HON,213.0399932861328,187.5,0.8801,0.05,0.910157,-0.026606,0.0267,4.8667,HON260116P00187500,2026-01-16
2026-01-14,HON,213.0399932861328,190.0,0.8919,0.05,0.830080,-0.028854,0.0263,4.8026,HON260116P00190000,2026-01-16
2026-01-14,HON,213.0399932861328,192.5,0.9036,0.06,0.857423,-0.051191,0.0312,5.6883,HON260116P00192500,2026-01-16
2026-01-14,HON,213.0399932861328,195.0,0.9153,0.05,0.595707,-0.020936,0.0256,4.6795,HON260116P00195000,2026-01-16
2026-01-14,HON,213.0399932861328,197.5,0.9271,0.1,0.548833,-0.029286,0.0506,9.2405,HON260116P00197500,2026-01-16
2026-01-14,HON,213.0399932861328,200.0,0.9388,0.15,0.539067,-0.053732,0.0750,13.6875,HON260116P00200000,2026-01-16
2026-01-14,HON,213.0399932861328,202.5,0.9505,0.15,0.500005,-0.081235,0.0741,13.5185,HON260116P00202500,2026-01-16
2026-01-14,HON,213.0399932861328,205.0,0.9623,0.1,0.424322,-0.105795,0.0488,8.9024,HON260116P00205000,2026-01-16
2026-01-14,IDXX,710.47998046875,260.0,0.3659,0.2,4.781254,-0.001272,0.0769,14.0385,IDXX260116P00260000,2026-01-16
2026-01-14,IDXX,710.47998046875,270.0,0.3800,0.15,4.328130,-0.000734,0.0556,10.1389,IDXX260116P00270000,2026-01-16
2026-01-14,IDXX,710.47998046875,280.0,0.3941,0.27,4.878910,-0.002894,0.0964,17.5982,IDXX260116P00280000,2026-01-16
2026-01-14,IDXX,710.47998046875,300.0,0.4222,0.5,4.791020,-0.004539,0.1667,30.4167,IDXX260116P00300000,2026-01-16
2026-01-14,IDXX,710.47998046875,310.0,0.4363,0.1,5.930667,-0.017459,0.0323,5.8871,IDXX260116P00310000,2026-01-16
2026-01-14,IDXX,710.47998046875,320.0,0.4504,0.27,6.427248,-0.027749,0.0844,15.3984,IDXX260116P00320000,2026-01-16
2026-01-14,IDXX,710.47998046875,330.0,0.4645,0.47,6.207033,-0.028761,0.1424,25.9924,IDXX260116P00330000,2026-01-16
2026-01-14,IDXX,710.47998046875,350.0,0.4926,0.2,5.164066,-0.020477,0.0571,10.4286,IDXX260116P00350000,2026-01-16
2026-01-14,IDXX,710.47998046875,400.0,0.5630,4.7,5.428226,-0.051414,1.1750,214.4375,IDXX260116P00400000,2026-01-16
2026-01-14,IDXX,710.47998046875,410.0,0.5771,0.53,4.650395,-0.038362,0.1293,23.5915,IDXX260116P00410000,2026-01-16
2026-01-14,IDXX,710.47998046875,420.0,0.5911,0.26,4.476567,-0.039809,0.0619,11.2976,IDXX260116P00420000,2026-01-16
2026-01-14,IDXX,710.47998046875,430.0,0.6052,0.52,4.306645,-0.041332,0.1209,22.0698,IDXX260116P00430000,2026-01-16
2026-01-14,IDXX,710.47998046875,440.0,0.6193,0.53,4.140142,-0.042931,0.1205,21.9830,IDXX260116P00440000,2026-01-16
2026-01-14,IDXX,710.47998046875,450.0,0.6334,0.53,3.976563,-0.044603,0.1178,21.4944,IDXX260116P00450000,2026-01-16
2026-01-14,IDXX,710.47998046875,460.0,0.6474,0.05,3.471681,-0.034292,0.0109,1.9837,IDXX260116P00460000,2026-01-16
2026-01-14,IDXX,710.47998046875,470.0,0.6615,2.85,0.500005,0.000000,0.6064,110.6649,IDXX260116P00470000,2026-01-16
2026-01-14,IDXX,710.47998046875,480.0,0.6756,0.05,3.425294,-0.047016,0.0104,1.9010,IDXX260116P00480000,2026-01-16
2026-01-14,IDXX,710.47998046875,490.0,0.6897,0.8,2.965335,-0.035646,0.1633,29.7959,IDXX260116P00490000,2026-01-16
2026-01-14,IDXX,710.47998046875,500.0,0.7037,0.11,1.937500,-0.005813,0.0220,4.0150,IDXX260116P00500000,2026-01-16
2026-01-14,IDXX,710.47998046875,510.0,0.7178,0.13,3.056887,-0.057113,0.0255,4.6520,IDXX260116P00510000,2026-01-16
2026-01-14,IDXX,710.47998046875,520.0,0.7319,0.01,1.963867,-0.013157,0.0019,0.3510,IDXX260116P00520000,2026-01-16
2026-01-14,IDXX,710.47998046875,530.0,0.7460,0.11,2.432621,-0.042803,0.0208,3.7877,IDXX260116P00530000,2026-01-16
2026-01-14,IDXX,710.47998046875,540.0,0.7600,0.25,2.304203,-0.044991,0.0463,8.4491,IDXX260116P00540000,2026-01-16
2026-01-14,IDXX,710.47998046875,550.0,0.7741,4.8,2.177251,-0.047377,0.8727,159.2727,IDXX260116P00550000,2026-01-16
2026-01-14,IDXX,710.47998046875,560.0,0.7882,0.94,2.349614,-0.072564,0.1679,30.6339,IDXX260116P00560000,2026-01-16
2026-01-14,IDXX,710.47998046875,570.0,0.8023,0.1,2.212895,-0.076576,0.0175,3.2018,IDXX260116P00570000,2026-01-16
2026-01-14,IDXX,710.47998046875,580.0,0.8163,0.51,2.077153,-0.081004,0.0879,16.0474,IDXX260116P00580000,2026-01-16
2026-01-14,IDXX,710.47998046875,590.0,0.8304,1.0,1.682130,-0.059762,0.1695,30.9322,IDXX260116P00590000,2026-01-16
2026-01-14,IDXX,710.47998046875,600.0,0.8445,0.3,1.560549,-0.063853,0.0500,9.1250,IDXX260116P00600000,2026-01-16
2026-01-14,IDXX,710.47998046875,610.0,0.8586,0.1,1.439700,-0.068553,0.0164,2.9918,IDXX260116P00610000,2026-01-16
2026-01-14,IDXX,710.47998046875,620.0,0.8726,1.45,1.319095,-0.073989,0.2339,42.6815,IDXX260116P00620000,2026-01-16
2026-01-14,IDXX,710.47998046875,630.0,0.8867,0.2,1.198734,-0.080413,0.0317,5.7937,IDXX260116P00630000,2026-01-16
2026-01-14,IDXX,710.47998046875,640.0,0.9008,0.7,1.077885,-0.088077,0.1094,19.9609,IDXX260116P00640000,2026-01-16
2026-01-14,IDXX,710.47998046875,650.0,0.9149,0.57,0.956543,-0.097527,0.0877,16.0038,IDXX260116P00650000,2026-01-16
2026-01-14,IDXX,710.47998046875,660.0,0.9289,0.25,0.833986,-0.109509,0.0379,6.9129,IDXX260116P00660000,2026-01-16
2026-01-14,IDXX,710.47998046875,670.0,0.9430,0.05,0.706790,-0.124526,0.0075,1.3619,IDXX260116P00670000,2026-01-16
2026-01-14,INTC,48.720001220703125,10.0,0.2053,0.01,7.250001,-0.000642,0.1000,18.2500,INTC260116P00010000,2026-01-16
2026-01-14,INTC,48.720001220703125,13.0,0.2668,0.01,6.000002,-0.000694,0.0769,14.0385,INTC260116P00013000,2026-01-16
2026-01-14,INTC,48.720001220703125,14.0,0.2874,0.01,6.125002,-0.001452,0.0714,13.0357,INTC260116P00014000,2026-01-16
2026-01-14,INTC,48.720001220703125,15.0,0.3079,0.02,5.750003,-0.001436,0.1333,24.3333,INTC260116P00015000,2026-01-16
2026-01-14,INTC,48.720001220703125,16.0,0.3284,0.01,5.125004,-0.000887,0.0625,11.4062,INTC260116P00016000,2026-01-16
2026-01-14,INTC,48.720001220703125,17.0,0.3489,0.01,5.187504,-0.001670,0.0588,10.7353,INTC260116P00017000,2026-01-16
2026-01-14,INTC,48.720001220703125,18.0,0.3695,0.01,4.625004,-0.001034,0.0556,10.1389,INTC260116P00018000,2026-01-16
2026-01-14,INTC,48.720001220703125,19.0,0.3900,0.01,4.375005,-0.001069,0.0526,9.6053,INTC260116P00019000,2026-01-16
2026-01-14,INTC,48.720001220703125,20.0,0.4105,0.01,4.125005,-0.001072,0.0500,9.1250,INTC260116P00020000,2026-01-16
2026-01-14,INTC,48.720001220703125,21.0,0.4310,0.01,3.875000,-0.001041,0.0476,8.6905,INTC260116P00021000,2026-01-16
2026-01-14,INTC,48.720001220703125,22.0,0.4516,0.01,3.750001,-0.001333,0.0455,8.2955,INTC260116P00022000,2026-01-16
2026-01-14,INTC,48.720001220703125,23.0,0.4721,0.01,3.500001,-0.001232,0.0435,7.9348,INTC260116P00023000,2026-01-16
2026-01-14,INTC,48.720001220703125,24.0,0.4926,0.01,3.375002,-0.001538,0.0417,7.6042,INTC260116P00024000,2026-01-16
2026-01-14,INTC,48.720001220703125,25.0,0.5131,0.01,3.125002,-0.001345,0.0400,7.3000,INTC260116P00025000,2026-01-16
2026-01-14,INTC,48.720001220703125,26.0,0.5337,0.01,3.000002,-0.001640,0.0385,7.0192,INTC260116P00026000,2026-01-16
2026-01-14,INTC,48.720001220703125,27.0,0.5542,0.01,2.812503,-0.001638,0.0370,6.7593,INTC260116P00027000,2026-01-16
2026-01-14,INTC,48.720001220703125,28.0,0.5747,0.02,2.968753,-0.004250,0.0714,13.0357,INTC260116P00028000,2026-01-16
2026-01-14,INTC,48.720001220703125,29.0,0.5952,0.01,2.500004,-0.001881,0.0345,6.2931,INTC260116P00029000,2026-01-16
2026-01-14,INTC,48.720001220703125,30.0,0.6158,0.01,2.375004,-0.002203,0.0333,6.0833,INTC260116P00030000,2026-01-16
2026-01-14,INTC,48.720001220703125,31.0,0.6363,0.01,2.468754,-0.005132,0.0323,5.8871,INTC260116P00031000,2026-01-16
2026-01-14,INTC,48.720001220703125,32.0,0.6568,0.01,2.062505,-0.002317,0.0312,5.7031,INTC260116P00032000,2026-01-16
2026-01-14,INTC,48.720001220703125,33.0,0.6773,0.01,1.875001,-0.001999,0.0303,5.5303,INTC260116P00033000,2026-01-16
2026-01-14,INTC,48.720001220703125,34.0,0.6979,0.01,2.000005,-0.006110,0.0294,5.3676,INTC260116P00034000,2026-01-16
2026-01-14,INTC,48.720001220703125,34.5,0.7081,0.01,2.109380,-0.011006,0.0290,5.2899,INTC260116P00034500,2026-01-16
2026-01-14,INTC,48.720001220703125,35.0,0.7184,0.01,1.750001,-0.004396,0.0286,5.2143,INTC260116P00035000,2026-01-16
2026-01-14,INTC,48.720001220703125,35.5,0.7287,0.01,1.562502,-0.002578,0.0282,5.1408,INTC260116P00035500,2026-01-16
2026-01-14,INTC,48.720001220703125,36.0,0.7389,0.01,1.625002,-0.004971,0.0278,5.0694,INTC260116P00036000,2026-01-16
2026-01-14,INTC,48.720001220703125,36.5,0.7492,0.01,1.562502,-0.005280,0.0274,5.0000,INTC260116P00036500,2026-01-16
2026-01-14,INTC,48.720001220703125,37.0,0.7594,0.01,1.500002,-0.005603,0.0270,4.9324,INTC260116P00037000,2026-01-16
2026-01-14,INTC,48.720001220703125,37.5,0.7697,0.01,1.437503,-0.005941,0.0267,4.8667,INTC260116P00037500,2026-01-16
2026-01-14,INTC,48.720001220703125,38.0,0.7800,0.01,1.437503,-0.008398,0.0263,4.8026,INTC260116P00038000,2026-01-16
2026-01-14,INTC,48.720001220703125,38.5,0.7902,0.01,1.375003,-0.008974,0.0260,4.7403,INTC260116P00038500,2026-01-16
2026-01-14,INTC,48.720001220703125,39.0,0.8005,0.01,1.312503,-0.009595,0.0256,4.6795,INTC260116P00039000,2026-01-16
2026-01-14,INTC,48.720001220703125,39.5,0.8108,0.01,1.281254,-0.011840,0.0253,4.6203,INTC260116P00039500,2026-01-16
2026-01-14,INTC,48.720001220703125,40.0,0.8210,0.02,1.250004,-0.014608,0.0500,9.1250,INTC260116P00040000,2026-01-16
2026-01-14,INTC,48.720001220703125,40.5,0.8313,0.02,1.218754,-0.018022,0.0494,9.0123,INTC260116P00040500,2026-01-16
2026-01-14,INTC,48.720001220703125,41.0,0.8415,0.03,1.179692,-0.021568,0.0732,13.3537,INTC260116P00041000,2026-01-16
2026-01-14,INTC,48.720001220703125,41.5,0.8518,0.04,1.156254,-0.027428,0.0964,17.5904,INTC260116P00041500,2026-01-16
2026-01-14,INTC,48.720001220703125,42.0,0.8621,0.04,1.078130,-0.028515,0.0952,17.3810,INTC260116P00042000,2026-01-16
