trade_dt,ticker,spot,strike,moneyness,premium,iv,delta,roi,roi_annualized,option_ticker,expiry
2026-01-14,BIIB,169.30999755859375,150.0,0.8859,0.01,0.695316,-0.008567,0.0067,1.2167,BIIB260116P00150000,2026-01-16
2026-01-14,BIIB,169.30999755859375,152.5,0.9007,0.05,0.710940,-0.021770,0.0328,5.9836,BIIB260116P00152500,2026-01-16
2026-01-14,BIIB,169.30999755859375,155.0,0.9155,0.05,0.617191,-0.024898,0.0323,5.8871,BIIB260116P00155000,2026-01-16
2026-01-14,BIIB,169.30999755859375,157.5,0.9302,0.11,0.929688,-0.138063,0.0698,12.7460,BIIB260116P00157500,2026-01-16
2026-01-14,BIIB,169.30999755859375,160.0,0.9450,0.1,0.562504,-0.082919,0.0625,11.4062,BIIB260116P00160000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1380.0,0.2660,0.05,4.843754,-0.000054,0.0036,0.6612,BKNG260116P01380000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1400.0,0.2699,0.31,5.140629,-0.000140,0.0221,4.0411,BKNG260116P01400000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1420.0,0.2738,0.05,4.750004,-0.000056,0.0035,0.6426,BKNG260116P01420000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1440.0,0.2776,12.5,7.721924,-0.005732,0.8681,158.4201,BKNG260116P01440000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1460.0,0.2815,0.05,4.843754,-0.000101,0.0034,0.6250,BKNG260116P01460000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1480.0,0.2853,0.05,4.796879,-0.000104,0.0034,0.6166,BKNG260116P01480000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1500.0,0.2892,6.6,0.500005,0.000000,0.4400,80.3000,BKNG260116P01500000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1540.0,0.2969,1.4,7.611084,-0.007392,0.0909,16.5909,BKNG260116P01540000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1560.0,0.3008,28.0,9.596562,-0.020334,1.7949,327.5641,BKNG260116P01560000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1580.0,0.3046,1.55,7.458008,-0.007554,0.0981,17.9035,BKNG260116P01580000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1600.0,0.3085,0.05,6.190432,-0.002584,0.0031,0.5703,BKNG260116P01600000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1620.0,0.3123,10.1,6.816896,-0.005248,0.6235,113.7809,BKNG260116P01620000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1640.0,0.3162,10.0,0.500005,0.000000,0.6098,111.2805,BKNG260116P01640000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1660.0,0.3200,11.8,8.312383,-0.015396,0.7108,129.7289,BKNG260116P01660000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1680.0,0.3239,9.7,7.891113,-0.013124,0.5774,105.3720,BKNG260116P01680000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1700.0,0.3277,0.05,4.093755,-0.000063,0.0029,0.5368,BKNG260116P01700000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1720.0,0.3316,1.0,7.165650,-0.009469,0.0581,10.6105,BKNG260116P01720000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1740.0,0.3355,5.3,7.300294,-0.010954,0.3046,55.5891,BKNG260116P01740000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1750.0,0.3374,0.05,4.977543,-0.000863,0.0029,0.5214,BKNG260116P01750000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1760.0,0.3393,15.0,6.974244,-0.009329,0.8523,155.5398,BKNG260116P01760000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1800.0,0.3470,23.17,6.838136,-0.009526,1.2872,234.9181,BKNG260116P01800000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1820.0,0.3509,2.0,5.139652,-0.001621,0.1099,20.0549,BKNG260116P01820000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1840.0,0.3547,0.7,6.739626,-0.009972,0.0380,6.9429,BKNG260116P01840000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1850.0,0.3567,9.1,7.308961,-0.014756,0.4919,89.7703,BKNG260116P01850000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1880.0,0.3624,6.0,6.436037,-0.008917,0.3191,58.2447,BKNG260116P01880000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1900.0,0.3663,0.05,3.867188,-0.000130,0.0026,0.4803,BKNG260116P01900000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1920.0,0.3702,0.05,3.828125,-0.000131,0.0026,0.4753,BKNG260116P01920000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1950.0,0.3759,0.35,6.040774,-0.007931,0.0179,3.2756,BKNG260116P01950000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1960.0,0.3779,0.05,3.593751,-0.000075,0.0026,0.4656,BKNG260116P01960000,2026-01-16
2026-01-14,BKNG,5187.02001953125,1980.0,0.3817,24.78,6.123782,-0.009341,1.2515,228.4015,BKNG260116P01980000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2000.0,0.3856,4.0,5.080082,-0.003234,0.2000,36.5000,BKNG260116P02000000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2020.0,0.3894,0.1,5.837405,-0.008216,0.0050,0.9035,BKNG260116P02020000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2040.0,0.3933,0.05,4.980473,-0.003300,0.0025,0.4473,BKNG260116P02040000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2050.0,0.3952,0.05,3.421876,-0.000075,0.0024,0.4451,BKNG260116P02050000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2060.0,0.3971,0.05,3.562501,-0.000139,0.0024,0.4430,BKNG260116P02060000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2080.0,0.4010,0.05,3.375002,-0.000077,0.0024,0.4387,BKNG260116P02080000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2100.0,0.4049,0.05,3.343752,-0.000079,0.0024,0.4345,BKNG260116P02100000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2120.0,0.4087,0.05,3.453126,-0.000142,0.0024,0.4304,BKNG260116P02120000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2140.0,0.4126,0.05,3.593751,-0.000268,0.0023,0.4264,BKNG260116P02140000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2150.0,0.4145,0.05,4.457036,-0.002290,0.0023,0.4244,BKNG260116P02150000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2180.0,0.4203,0.05,3.351564,-0.000148,0.0023,0.4186,BKNG260116P02180000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2200.0,0.4241,0.05,3.320314,-0.000151,0.0023,0.4148,BKNG260116P02200000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2220.0,0.4280,0.05,4.303716,-0.002371,0.0023,0.4110,BKNG260116P02220000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2240.0,0.4318,0.1,3.109377,-0.000083,0.0045,0.8147,BKNG260116P02240000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2250.0,0.4338,0.05,3.093752,-0.000084,0.0022,0.4056,BKNG260116P02250000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2260.0,0.4357,0.05,3.078127,-0.000085,0.0022,0.4038,BKNG260116P02260000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2280.0,0.4396,0.05,3.187502,-0.000157,0.0022,0.4002,BKNG260116P02280000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2300.0,0.4434,1.14,3.554689,-0.000634,0.0496,9.0457,BKNG260116P02300000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2320.0,0.4473,0.05,3.210939,-0.000228,0.0022,0.3933,BKNG260116P02320000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2340.0,0.4511,0.05,2.953128,-0.000088,0.0021,0.3900,BKNG260116P02340000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2350.0,0.4531,0.05,2.937503,-0.000088,0.0021,0.3883,BKNG260116P02350000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2380.0,0.4588,0.05,3.179690,-0.000303,0.0021,0.3834,BKNG260116P02380000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2400.0,0.4627,5.27,4.656498,-0.007997,0.2196,40.0740,BKNG260116P02400000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2420.0,0.4665,29.3,6.702028,-0.037102,1.2107,220.9607,BKNG260116P02420000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2440.0,0.4704,0.05,2.796878,-0.000089,0.0020,0.3740,BKNG260116P02440000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2450.0,0.4723,0.05,2.921878,-0.000174,0.0020,0.3724,BKNG260116P02450000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2460.0,0.4743,0.05,2.906253,-0.000174,0.0020,0.3709,BKNG260116P02460000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2480.0,0.4781,0.05,2.750003,-0.000096,0.0020,0.3679,BKNG260116P02480000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2500.0,0.4820,0.05,2.718753,-0.000096,0.0020,0.3650,BKNG260116P02500000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2550.0,0.4916,0.05,2.640628,-0.000095,0.0020,0.3578,BKNG260116P02550000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2600.0,0.5013,0.05,2.578129,-0.000101,0.0019,0.3510,BKNG260116P02600000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2650.0,0.5109,0.05,3.463869,-0.002993,0.0019,0.3443,BKNG260116P02650000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2700.0,0.5205,0.16,2.769534,-0.000503,0.0059,1.0815,BKNG260116P02700000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2750.0,0.5302,0.15,2.658206,-0.000443,0.0055,0.9955,BKNG260116P02750000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2800.0,0.5398,0.3,2.585941,-0.000453,0.0107,1.9554,BKNG260116P02800000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2850.0,0.5494,0.05,2.351567,-0.000209,0.0018,0.3202,BKNG260116P02850000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2900.0,0.5591,0.1,3.030764,-0.003414,0.0034,0.6293,BKNG260116P02900000,2026-01-16
2026-01-14,BKNG,5187.02001953125,2950.0,0.5687,0.05,2.414066,-0.000579,0.0017,0.3093,BKNG260116P02950000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3000.0,0.5784,0.05,2.375004,-0.000678,0.0017,0.3042,BKNG260116P03000000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3030.0,0.5842,0.05,2.125005,-0.000234,0.0017,0.3012,BKNG260116P03030000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3040.0,0.5861,0.05,2.320317,-0.000691,0.0016,0.3002,BKNG260116P03040000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3050.0,0.5880,0.05,2.207036,-0.000428,0.0016,0.2992,BKNG260116P03050000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3060.0,0.5899,0.05,2.292973,-0.000697,0.0016,0.2982,BKNG260116P03060000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3070.0,0.5919,0.05,1.984375,-0.000133,0.0016,0.2972,BKNG260116P03070000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3080.0,0.5938,0.05,2.267582,-0.000709,0.0016,0.2963,BKNG260116P03080000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3090.0,0.5957,0.1,2.156255,-0.000439,0.0032,0.5906,BKNG260116P03090000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3100.0,0.5976,0.05,2.240239,-0.000715,0.0016,0.2944,BKNG260116P03100000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3110.0,0.5996,0.05,2.167973,-0.000539,0.0016,0.2934,BKNG260116P03110000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3120.0,0.6015,0.1,3.428712,-0.016553,0.0032,0.5849,BKNG260116P03120000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3130.0,0.6034,0.05,3.411256,-0.016679,0.0016,0.2915,BKNG260116P03130000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3140.0,0.6054,11.07,3.209230,-0.012780,0.3525,64.3400,BKNG260116P03140000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3150.0,0.6073,0.05,2.035161,-0.000352,0.0016,0.2897,BKNG260116P03150000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3160.0,0.6092,4.7,3.391969,-0.017846,0.1487,27.1440,BKNG260116P03160000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3170.0,0.6111,2.95,3.076907,-0.011390,0.0931,16.9834,BKNG260116P03170000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3180.0,0.6131,15.2,4.178411,-0.041156,0.4780,87.2327,BKNG260116P03180000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3190.0,0.6150,32.8,4.492619,-0.051665,1.0282,187.6489,BKNG260116P03190000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3200.0,0.6169,0.05,2.019536,-0.000471,0.0016,0.2852,BKNG260116P03200000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3210.0,0.6189,0.05,3.258791,-0.017381,0.0016,0.2843,BKNG260116P03210000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3220.0,0.6208,0.05,3.649903,-0.028665,0.0016,0.2834,BKNG260116P03220000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3230.0,0.6227,0.05,1.796876,-0.000142,0.0015,0.2825,BKNG260116P03230000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3240.0,0.6246,0.05,1.875001,-0.000268,0.0015,0.2816,BKNG260116P03240000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3250.0,0.6266,0.6,1.859376,-0.000263,0.0185,3.3692,BKNG260116P03250000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3260.0,0.6285,56.0,3.936157,-0.040877,1.7178,313.4969,BKNG260116P03260000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3270.0,0.6304,7.1,2.771487,-0.009316,0.2171,39.6254,BKNG260116P03270000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3280.0,0.6323,0.05,1.828126,-0.000274,0.0015,0.2782,BKNG260116P03280000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3290.0,0.6343,1.0,1.812501,-0.000268,0.0304,5.5471,BKNG260116P03290000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3300.0,0.6362,1.14,1.804688,-0.000276,0.0345,6.3045,BKNG260116P03300000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3310.0,0.6381,0.05,1.792970,-0.000277,0.0015,0.2757,BKNG260116P03310000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3320.0,0.6401,17.9,3.082156,-0.019181,0.5392,98.3961,BKNG260116P03320000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3330.0,0.6420,0.05,1.769532,-0.000279,0.0015,0.2740,BKNG260116P03330000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3340.0,0.6439,0.05,1.757814,-0.000280,0.0015,0.2732,BKNG260116P03340000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3350.0,0.6458,0.05,1.746095,-0.000281,0.0015,0.2724,BKNG260116P03350000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3360.0,0.6478,65.2,4.739018,-0.078684,1.9405,354.1369,BKNG260116P03360000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3370.0,0.6497,0.1,2.966922,-0.019010,0.0030,0.5415,BKNG260116P03370000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3380.0,0.6516,0.1,2.951846,-0.019200,0.0030,0.5399,BKNG260116P03380000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3390.0,0.6536,0.1,1.894532,-0.000952,0.0029,0.5383,BKNG260116P03390000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3400.0,0.6555,0.05,1.779298,-0.000529,0.0015,0.2684,BKNG260116P03400000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3410.0,0.6574,89.0,5.079502,-0.096070,2.6100,476.3196,BKNG260116P03410000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3420.0,0.6593,19.0,3.749024,-0.050437,0.5556,101.3889,BKNG260116P03420000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3440.0,0.6632,22.0,3.779847,-0.053843,0.6395,116.7151,BKNG260116P03440000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3450.0,0.6651,0.1,2.825442,-0.019909,0.0029,0.5290,BKNG260116P03450000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3460.0,0.6670,11.1,2.517094,-0.011674,0.3208,58.5477,BKNG260116P03460000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3470.0,0.6690,80.0,4.828098,-0.096067,2.3055,420.7493,BKNG260116P03470000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3480.0,0.6709,1.0,2.773135,-0.020265,0.0287,5.2443,BKNG260116P03480000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3490.0,0.6728,1.91,2.755740,-0.020384,0.0547,9.9878,BKNG260116P03490000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3500.0,0.6748,0.4,1.796876,-0.001238,0.0114,2.0857,BKNG260116P03500000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3510.0,0.6767,1.91,2.721195,-0.020630,0.0544,9.9309,BKNG260116P03510000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3520.0,0.6786,124.0,5.337955,-0.119111,3.5227,642.8977,BKNG260116P03520000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3530.0,0.6805,0.05,2.684207,-0.020791,0.0014,0.2585,BKNG260116P03530000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3540.0,0.6825,0.05,2.666996,-0.020914,0.0014,0.2578,BKNG260116P03540000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3550.0,0.6844,0.1,1.609377,-0.000587,0.0028,0.5141,BKNG260116P03550000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3560.0,0.6863,0.05,1.597658,-0.000589,0.0014,0.2563,BKNG260116P03560000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3570.0,0.6883,0.05,2.615848,-0.021300,0.0014,0.2556,BKNG260116P03570000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3580.0,0.6902,64.1,4.167699,-0.087383,1.7905,326.7668,BKNG260116P03580000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3590.0,0.6921,26.09,2.537723,-0.019967,0.7267,132.6302,BKNG260116P03590000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3600.0,0.6940,0.05,1.552737,-0.000603,0.0014,0.2535,BKNG260116P03600000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3620.0,0.6979,0.1,1.558596,-0.000742,0.0028,0.5041,BKNG260116P03620000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3630.0,0.6998,144.0,5.276432,-0.133536,3.9669,723.9669,BKNG260116P03630000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3640.0,0.7018,0.05,1.476565,-0.000488,0.0014,0.2507,BKNG260116P03640000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3650.0,0.7037,0.1,1.498049,-0.000625,0.0027,0.5000,BKNG260116P03650000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3660.0,0.7056,0.1,2.464359,-0.022524,0.0027,0.4986,BKNG260116P03660000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3670.0,0.7075,10.2,2.452519,-0.022859,0.2779,50.7221,BKNG260116P03670000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3680.0,0.7095,72.0,4.203862,-0.103924,1.9565,357.0652,BKNG260116P03680000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3690.0,0.7114,52.8,3.811341,-0.088660,1.4309,261.1382,BKNG260116P03690000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3700.0,0.7133,0.1,1.529299,-0.001170,0.0027,0.4932,BKNG260116P03700000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3710.0,0.7152,104.3,4.467595,-0.119089,2.8113,513.0660,BKNG260116P03710000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3720.0,0.7172,11.92,2.369694,-0.023604,0.3204,58.4785,BKNG260116P03720000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3730.0,0.7191,19.2,2.250249,-0.019482,0.5147,93.9410,BKNG260116P03730000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3740.0,0.7210,0.05,1.400394,-0.000664,0.0013,0.2440,BKNG260116P03740000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3750.0,0.7230,0.05,1.604494,-0.002611,0.0013,0.2433,BKNG260116P03750000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3760.0,0.7249,0.15,1.378909,-0.000673,0.0040,0.7281,BKNG260116P03760000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3770.0,0.7268,0.15,1.369144,-0.000683,0.0040,0.7261,BKNG260116P03770000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3780.0,0.7287,0.05,1.382816,-0.000830,0.0013,0.2414,BKNG260116P03780000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3790.0,0.7307,0.05,1.347660,-0.000692,0.0013,0.2408,BKNG260116P03790000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3800.0,0.7326,0.05,1.308597,-0.000550,0.0013,0.2401,BKNG260116P03800000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3850.0,0.7422,0.05,1.345706,-0.001163,0.0013,0.2370,BKNG260116P03850000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3900.0,0.7519,0.2,1.291996,-0.001212,0.0051,0.9359,BKNG260116P03900000,2026-01-16
2026-01-14,BKNG,5187.02001953125,3950.0,0.7615,5.85,1.624514,-0.009956,0.1481,27.0285,BKNG260116P03950000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4000.0,0.7712,0.05,1.130864,-0.000818,0.0013,0.2281,BKNG260116P04000000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4050.0,0.7808,0.05,1.080083,-0.000850,0.0012,0.2253,BKNG260116P04050000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4100.0,0.7904,0.15,1.031255,-0.000897,0.0037,0.6677,BKNG260116P04100000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4150.0,0.8001,0.05,1.030278,-0.001506,0.0012,0.2199,BKNG260116P04150000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4200.0,0.8097,0.14,1.467410,-0.022749,0.0033,0.6083,BKNG260116P04200000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4250.0,0.8194,0.25,1.535220,-0.034958,0.0059,1.0735,BKNG260116P04250000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4300.0,0.8290,12.34,1.459964,-0.036571,0.2870,52.3733,BKNG260116P04300000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4350.0,0.8386,3.13,1.385135,-0.038338,0.0720,13.1316,BKNG260116P04350000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4400.0,0.8483,0.15,0.779299,-0.001950,0.0034,0.6222,BKNG260116P04400000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4450.0,0.8579,12.96,1.236454,-0.042427,0.2912,53.1506,BKNG260116P04450000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4500.0,0.8676,0.2,1.016912,-0.026879,0.0044,0.8111,BKNG260116P04500000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4550.0,0.8772,0.65,0.814943,-0.013664,0.0143,2.6071,BKNG260116P04550000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4600.0,0.8868,0.05,0.764163,-0.015527,0.0011,0.1984,BKNG260116P04600000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4650.0,0.8965,0.05,0.944031,-0.054484,0.0011,0.1962,BKNG260116P04650000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4700.0,0.9061,0.1,0.603031,-0.012635,0.0021,0.3883,BKNG260116P04700000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4750.0,0.9157,0.1,0.604069,-0.022922,0.0021,0.3842,BKNG260116P04750000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4800.0,0.9254,0.3,0.563237,-0.029560,0.0063,1.1406,BKNG260116P04800000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4850.0,0.9350,2.5,0.554875,-0.048174,0.0515,9.4072,BKNG260116P04850000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4880.0,0.9408,2.55,0.608921,-0.083448,0.0523,9.5364,BKNG260116P04880000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4900.0,0.9447,0.05,0.544957,-0.075205,0.0010,0.1862,BKNG260116P04900000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4920.0,0.9485,2.52,0.550786,-0.092853,0.0512,9.3476,BKNG260116P04920000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4950.0,0.9543,0.05,0.570958,-0.128341,0.0010,0.1843,BKNG260116P04950000,2026-01-16
2026-01-14,BKNG,5187.02001953125,4980.0,0.9601,8.6,0.389044,-0.075187,0.1727,31.5161,BKNG260116P04980000,2026-01-16
2026-01-14,BKNG,5187.02001953125,5000.0,0.9639,1.0,0.403082,-0.104773,0.0200,3.6500,BKNG260116P05000000,2026-01-16
2026-01-14,BKR,49.97999954223633,15.0,0.3001,0.01,9.625004,-0.020383,0.0667,12.1667,BKR260116P00015000,2026-01-16
2026-01-14,BKR,49.97999954223633,20.0,0.4002,0.04,6.015627,-0.011302,0.2000,36.5000,BKR260116P00020000,2026-01-16
2026-01-14,BKR,49.97999954223633,23.0,0.4602,0.01,5.171879,-0.013229,0.0435,7.9348,BKR260116P00023000,2026-01-16
2026-01-14,BKR,49.97999954223633,25.0,0.5002,0.02,3.843750,-0.004969,0.0800,14.6000,BKR260116P00025000,2026-01-16
2026-01-14,BKR,49.97999954223633,28.0,0.5602,0.02,4.937504,-0.038463,0.0714,13.0357,BKR260116P00028000,2026-01-16
2026-01-14,BKR,49.97999954223633,30.0,0.6002,0.07,4.507817,-0.044817,0.2333,42.5833,BKR260116P00030000,2026-01-16
2026-01-14,BKR,49.97999954223633,31.0,0.6202,0.22,4.332036,-0.049402,0.7097,129.5161,BKR260116P00031000,2026-01-16
2026-01-14,BKR,49.97999954223633,32.0,0.6403,0.05,4.156255,-0.054356,0.1562,28.5156,BKR260116P00032000,2026-01-16
2026-01-14,BKR,49.97999954223633,33.0,0.6603,0.35,3.796876,-0.052779,1.0606,193.5606,BKR260116P00033000,2026-01-16
2026-01-14,BKR,49.97999954223633,34.0,0.6803,0.1,3.570314,-0.055813,0.2941,53.6765,BKR260116P00034000,2026-01-16
2026-01-14,BKR,49.97999954223633,35.0,0.7003,0.35,3.351564,-0.059238,1.0000,182.5000,BKR260116P00035000,2026-01-16
2026-01-14,BKR,49.97999954223633,36.0,0.7203,0.37,3.191408,-0.065759,1.0278,187.5694,BKR260116P00036000,2026-01-16
2026-01-14,BKR,49.97999954223633,37.0,0.7403,0.35,2.250004,-0.029353,0.9459,172.6351,BKR260116P00037000,2026-01-16
2026-01-14,BKR,49.97999954223633,38.0,0.7603,0.22,2.722659,-0.071892,0.5789,105.6579,BKR260116P00038000,2026-01-16
